AUID_NEW,ARB2017.id,ARB2017.pctId,ARB2017.alen,ARB2017.evalue,Genomes879.id,Genomes879.pctId,Genomes879.alen,Genomes879.evalue,Genomes879.tax,MarineDiazo.subject,MarineDiazo.pid,MarineDiazo.alen,MarineDiazo.evalue,MarineDiazo.description,AUID,UCYNA_oligos,qcovs,pident,evalue,bitscore,Genoes879.pid_flag,MarineDiazo.ID,consensus_id,subcluster,cluster,CON,nifH_cluster,group1,group2,group3,group4,CyanoCON,crocoCMB,CyanoGroups,CyanoGroupsII,CyanoGroupsIII,CyanoGroupsIV
AUID.13668,AKS11893.1|uncultured_microorganism,90.52,327,3.1399999999999996e-121,Pelobacter carbinolicus,93.578,109,4.72e-72,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,NA,NA,NA,NA,NA,AUID.21376,NA,NA,NA,NA,NA,NA,NA,unknown1A,1A,1,unknown1A,1A,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,1A,unknown1A,unknown1A,unknown1A,unknown1A,unknown1A
AUID.13669,ADD26448.1|uncultured_bacterium,96.271,295,7.63e-137,Allochromatium vinosum,98.98,98,6.719999999999999e-67,Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Allochromatium,NA,NA,NA,NA,NA,AUID.21377,NA,NA,NA,NA,NA,1,NA,Allochromatium vinosum,1G,1,Allochromatium vinosum,1G,1G,1G,1B 1J/1K,1B & 1G,1G,Allochromatium vinosum,Allochromatium vinosum,Allochromatium vinosum,Allochromatium vinosum,Allochromatium vinosum
AUID.13670,ADF32034.1|uncultured_nitrogen-fixing,83.18,327,3.32e-81,Chloroherpeton thalassium,88.991,109,2.9800000000000012e-59,Bacteria;Chlorobi;Chlorobia;Chlorobiales;Chlorobiaceae;Chloroherpeton,NA,NA,NA,NA,NA,AUID.21378,NA,NA,NA,NA,NA,NA,NA,unknown3,3L,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.13674,ARN60607.1|uncultured_bacterium,94.154,325,3.91e-140,Leptothrix cholodnii,100,108,3.35e-76,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;__f;Leptothrix,NA,NA,NA,NA,NA,AUID.11439,NA,NA,NA,NA,NA,1,NA,Leptothrix cholodnii,1K,1,Leptothrix cholodnii,1J/1K,1J/1K,"1A,  3,  &  1J/1K",1B 1J/1K,1A/C3 1J/1K,1J/1K,Leptothrix cholodnii,Leptothrix cholodnii,Leptothrix cholodnii,Leptothrix cholodnii,Leptothrix cholodnii
AUID.136758,SCQ52834.1|uncultured_bacterium,99.385,325,1.7399999999999998e-168,Trichodesmium erythraeum,96.296,108,1.7e-72,Bacteria;Cyanobacteria;Oscillatoriophycideae;Oscillatoriales;Microcoleaceae;Trichodesmium,U23507.1,98.462,325,8.450000000000001e-166,Trichodesmium thiebautii,AUID.130018,NA,NA,NA,NA,NA,NA,Trichodesmium thiebautii;U23507.1,Trichodesmium thiebautii;U23507.1,1B,1,Trichodesmium thiebautii;U23507.1,1B,1B,1B,1B,1B & 1G,Trichodesmium thiebautii;U23507.1,Trichodesmium thiebautii;U23507.1,Trichodesmium thiebautii;U23507.1,Trichodesmium sp.,Trichodesmium sp.,Trichodesmium thiebautii;U23507.1
AUID.13678,AAN63061.1|uncultured_bacterium,79.511,327,3.42e-61,Desulfatibacillum alkenivorans,84.404,109,1.14e-64,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfatibacillum,NA,NA,NA,NA,NA,AUID.21385,NA,NA,NA,NA,NA,NA,NA,unknown3,3T,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.13680,AHI71691.1|uncultured_bacterium,91.065,291,1.32e-109,Geobacter metallireducens,90.816,98,2.09e-62,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Geobacteraceae;Geobacter,NA,NA,NA,NA,NA,AUID.21387,NA,NA,NA,NA,NA,NA,NA,unknown1A,1A,1,unknown1A,1A,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,1A,unknown1A,unknown1A,unknown1A,unknown1A,unknown1A
AUID.13681,AAA65433.1|unidentified_marine,79.697,330,3.42e-61,Chloroherpeton thalassium,85.321,109,1.12e-65,Bacteria;Chlorobi;Chlorobia;Chlorobiales;Chlorobiaceae;Chloroherpeton,NA,NA,NA,NA,NA,AUID.21388,NA,NA,NA,NA,NA,NA,NA,unknown3,3N,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.13685,BAQ19808.1|uncultured_marine,100,327,6.2899999999999996e-173,Pelobacter carbinolicus,93.578,109,4.0499999999999997e-72,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,NA,NA,NA,NA,NA,AUID.11440,NA,NA,NA,NA,NA,NA,NA,unknown1A,1A,1,unknown1A,1A,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,1A,unknown1A,unknown1A,unknown1A,unknown1A,unknown1A
AUID.136880,AER93069.1|uncultured_bacterium,93.293,328,8.55e-137,Desulfuromonas acetoxidans,95.413,109,1.6e-72,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Desulfuromonadaceae;Desulfuromonas,NA,NA,NA,NA,NA,AUID.130205,NA,NA,NA,NA,NA,NA,NA,unknown1A,1A,1,unknown1A,1A,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,1A,unknown1A,unknown1A,unknown1A,unknown1A,unknown1A
AUID.136907,AGW25124.1|uncultured_bacterium,98.137,322,3.8399999999999993e-160,Dechloromonas aromatica,100,109,4.51e-77,Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Dechloromonas,NA,NA,NA,NA,NA,AUID.132552,NA,NA,NA,NA,NA,1,NA,Dechloromonas aromatica,1P,1,Dechloromonas aromatica,1O/1P,1O/1P,1O/1P,1O/1P,1B & 1G,1O/1P,Dechloromonas aromatica,Dechloromonas aromatica,Dechloromonas aromatica,Dechloromonas aromatica,Dechloromonas aromatica
AUID.13693,AMM02631.1|uncultured_prokaryote,94.833,329,3.9199999999999996e-145,Pelobacter carbinolicus,94.495,109,9.29e-73,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,NA,NA,NA,NA,NA,AUID.21399,NA,NA,NA,NA,NA,NA,NA,unknown1A,1A,1,unknown1A,1A,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,1A,unknown1A,unknown1A,unknown1A,unknown1A,unknown1A
AUID.13697,ALJ52008.1|uncultured_bacterium,93.598,328,1.8399999999999998e-138,Desulfovibrio magneticus,87.156,109,6.2699999999999995e-56,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,NA,NA,NA,NA,NA,AUID.21403,NA,NA,NA,NA,NA,NA,NA,unknown3,3N,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.137,ACF71960.1|uncultured_bacterium,84.308,325,3.3e-86,Desulfovibrio aespoeensis,96.33,109,1.32e-72,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,NA,NA,NA,NA,NA,AUID.211,NA,NA,NA,NA,NA,NA,NA,unknown3,3E,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.1370,ARJ54680.1|uncultured_bacterium,97.399,346,1.8699999999999996e-168,Arcobacter nitrofigilis,91.304,115,1.3599999999999999e-74,Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Arcobacter,NA,NA,NA,NA,NA,AUID.1184,NA,NA,NA,NA,NA,NA,NA,unknown1F,1F,1,unknown1F,1F,1F,1F,1F,1B & 1G,1F,unknown1F,unknown1F,unknown1F,unknown1F,unknown1F
AUID.13702,ABG76961.1|uncultured_bacterium,94.915,295,3.5699999999999993e-130,Dechloromonas aromatica,97.959,98,2.43e-67,Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Dechloromonas,NA,NA,NA,NA,NA,AUID.11442,NA,NA,NA,NA,NA,1,NA,Dechloromonas aromatica,1P,1,Dechloromonas aromatica,1O/1P,1O/1P,1O/1P,1O/1P,1B & 1G,1O/1P,Dechloromonas aromatica,Dechloromonas aromatica,Dechloromonas aromatica,Dechloromonas aromatica,Dechloromonas aromatica
AUID.13704,CDM70242.1|Clostridium_sp.,79.012,324,9.390000000000001e-57,Clostridium lentocellum,86.916,107,4.87e-65,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Cellulosilyticum,NA,NA,NA,NA,NA,AUID.21409,NA,NA,NA,NA,NA,NA,NA,unknown2D,2D,2,unknown2D,2,2,2,2,1B & 1G,2,unknown2D,unknown2D,unknown2D,unknown2D,unknown2D
AUID.13719,AMB26776.1|uncultured_bacterium,90.549,328,8.73e-122,Pelobacter propionicus,97.248,109,1.9e-75,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,NA,NA,NA,NA,NA,AUID.21423,NA,NA,NA,NA,NA,1,NA,Pelobacter propionicus,1A,1,Pelobacter propionicus,1A,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,1A,Pelobacter propionicus,Pelobacter propionicus,Pelobacter propionicus,Pelobacter propionicus,Pelobacter propionicus
AUID.13724,AKP55965.1|uncultured_nitrogen-fixing,92.661,327,6.6299999999999995e-133,Desulfomicrobium baculatum,94.393,107,2.6999999999999998e-70,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfomicrobiaceae;Desulfomicrobium,NA,NA,NA,NA,NA,AUID.21428,NA,NA,NA,NA,NA,NA,NA,unknown3,3E,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.13726,AII78933.1|uncultured_bacterium,87.963,324,3.2099999999999994e-106,Sideroxydans lithotrophicus,95.413,109,2.8399999999999998e-74,Bacteria;Proteobacteria;Betaproteobacteria;Gallionellales;Gallionellaceae;Sideroxydans,NA,NA,NA,NA,NA,AUID.11444,NA,NA,NA,NA,NA,NA,NA,unknown1P,1P,1,unknown1P,1O/1P,1O/1P,1O/1P,1O/1P,1B & 1G,1O/1P,unknown1P,unknown1P,unknown1P,unknown1P,unknown1P
AUID.13733,AFD03769.1|uncultured_bacterium,96.61,295,1.6399999999999995e-138,Pelobacter carbinolicus,94.898,98,2.7e-64,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,NA,NA,NA,NA,NA,AUID.21436,NA,NA,NA,NA,NA,NA,NA,unknown1A,1A,1,unknown1A,1A,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,1A,unknown1A,unknown1A,unknown1A,unknown1A,unknown1A
AUID.13747,ABF61458.1|uncultured_microorganism,91.411,326,1.12e-125,Opitutaceae bacterium,86.239,109,1.41e-65,Bacteria;Verrucomicrobia;Opitutae;Opitutales;Opitutaceae;__g,NA,NA,NA,NA,NA,AUID.10303,NA,NA,NA,NA,NA,NA,NA,unknown3,3T,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.13748,AKP55946.1|uncultured_nitrogen-fixing,85.849,318,7.04e-93,Desulfatibacillum alkenivorans,88.073,109,3.7699999999999996e-67,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfatibacillum,NA,NA,NA,NA,NA,AUID.11446,NA,NA,NA,NA,NA,NA,NA,unknown3,3I,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.13751,AKU75806.1|uncultured_marine,84.52,323,2.5499999999999997e-87,Desulfovibrio aespoeensis,95.413,109,2.32e-71,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,NA,NA,NA,NA,NA,AUID.21451,NA,NA,NA,NA,NA,NA,NA,unknown3,3E,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.13752,ABM66737.1|uncultured_microorganism,83.125,320,5.56e-79,Desulfatibacillum alkenivorans,88.991,109,4.830000000000004e-66,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfatibacillum,NA,NA,NA,NA,NA,AUID.21452,NA,NA,NA,NA,NA,NA,NA,unknown3,3N,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.13755,ALJ51648.1|uncultured_bacterium,89.297,327,1.47e-114,Desulfovibrio vulgaris,86.239,109,2.9900000000000007e-56,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,NA,NA,NA,NA,NA,AUID.11447,NA,NA,NA,NA,NA,NA,NA,unknown3,3N,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.13757,ANF06890.1|uncultured_bacterium,79.077,325,1.2399999999999998e-55,Desulfovibrio aespoeensis,87.156,109,2.1700000000000002e-65,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,NA,NA,NA,NA,NA,AUID.21456,NA,NA,NA,NA,NA,NA,NA,unknown3,3S,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.13759,AHH85766.1|uncultured_bacterium,98.78,328,8.19e-167,Pseudomonas stutzeri,95.413,109,3.09e-75,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas,NA,NA,NA,NA,NA,AUID.21458,NA,NA,NA,NA,NA,NA,NA,unknown1G,1G,1,unknown1G,1G,1G,1G,1B 1J/1K,1B & 1G,1G,unknown1G,unknown1G,unknown1G,unknown1G,unknown1G
AUID.13761,ACP42102.1|uncultured_bacterium,80.625,320,1.22e-65,Desulfovibrio aespoeensis,95.413,109,6.47e-72,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,NA,NA,NA,NA,NA,AUID.11448,NA,NA,NA,NA,NA,NA,NA,unknown3,3E,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.13762,AHN51449.1|uncultured_bacterium,94.512,328,1.8199999999999997e-143,Geobacter uraniireducens,96.33,109,6.56e-75,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Geobacteraceae;Geobacter,NA,NA,NA,NA,NA,AUID.21460,NA,NA,NA,NA,NA,NA,NA,unknown1A,1A,1,unknown1A,1A,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,1A,unknown1A,unknown1A,unknown1A,unknown1A,unknown1A
AUID.13763,AKP56001.1|uncultured_nitrogen-fixing,90.244,328,4.06e-120,Desulfovibrio vulgaris,87.156,109,1.5200000000000002e-57,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,NA,NA,NA,NA,NA,AUID.21461,NA,NA,NA,NA,NA,NA,NA,unknown3,3N,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.13765,ACV83700.1|uncultured_bacterium,91.768,328,1.86e-128,Klebsiella sp.,89.908,109,4.52e-70,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Klebsiella,NA,NA,NA,NA,NA,AUID.21463,NA,NA,NA,NA,NA,NA,NA,unknown1P,1P,1,unknown1P,1O/1P,1O/1P,1O/1P,1O/1P,1B & 1G,1O/1P,unknown1P,unknown1P,unknown1P,unknown1P,unknown1P
AUID.137697,AAS22068.1|Anabaenopsis_sp.,99.074,324,2.9199999999999995e-166,Nostoc sp.,98.148,108,1.03e-75,Bacteria;Cyanobacteria;__c;Nostocales;Nostocaceae;Nostoc,NA,NA,NA,NA,NA,AUID.130023,NA,NA,NA,NA,NA,1,NA,Nostoc sp.,1B,1,Nostoc sp.,1B,1B,1B,1B,1B & 1G,Nostoc sp.,Nostoc sp.,Nostoc sp.,Nostoc sp.,Nostoc sp.,Nostoc sp.
AUID.13772,AMR73559.1|uncultured_bacterium,91.437,327,3.12e-126,Pelobacter carbinolicus,93.578,109,4.72e-72,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,NA,NA,NA,NA,NA,AUID.21469,NA,NA,NA,NA,NA,NA,NA,unknown1A,1A,1,unknown1A,1A,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,1A,unknown1A,unknown1A,unknown1A,unknown1A,unknown1A
AUID.13773,AHN50675.1|uncultured_bacterium,81.27,315,7.299999999999998e-68,delta proteobacterium,96.33,109,6.55e-74,Bacteria;Proteobacteria;Deltaproteobacteria;__o;__f;__g,NA,NA,NA,NA,NA,AUID.21470,NA,NA,NA,NA,NA,NA,NA,unknown3,3E,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.13775,ACP42102.1|uncultured_bacterium,96.024,327,3.0099999999999994e-151,Desulfovibrio aespoeensis,95.413,109,8.06e-73,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,NA,NA,NA,NA,NA,AUID.21472,NA,NA,NA,NA,NA,NA,NA,unknown3,3E,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.13777,ADM51375.1|uncultured_bacterium,92.5,320,5.180000000000001e-129,Desulfovibrio fructosovorans,86.239,109,9.32e-43,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,NA,NA,NA,NA,NA,AUID.21474,NA,NA,NA,NA,NA,NA,NA,unknown3,3H,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.13778,ALJ51788.1|uncultured_bacterium,98.171,328,1.7700000000000003e-163,Pelobacter carbinolicus,96.33,109,8.08e-74,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,NA,NA,NA,NA,NA,AUID.11450,NA,NA,NA,NA,NA,NA,NA,unknown1A,1A,1,unknown1A,1A,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,1A,unknown1A,unknown1A,unknown1A,unknown1A,unknown1A
AUID.13779,OGQ86209.1|metagenome),84.314,306,1.2e-80,delta proteobacterium,95.413,109,4.719999999999999e-73,Bacteria;Proteobacteria;Deltaproteobacteria;__o;__f;__g,NA,NA,NA,NA,NA,AUID.21475,NA,NA,NA,NA,NA,NA,NA,unknown3,3E,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.137797,ACP42127.1|uncultured_bacterium,99.383,324,6.269999999999999e-168,Anabaena variabilis,96.296,108,3.1600000000000004e-64,Bacteria;Cyanobacteria;__c;Nostocales;Nostocaceae;Anabaena,NA,NA,NA,NA,NA,AUID.130024,NA,NA,NA,NA,NA,NA,NA,unknown1B,1B,1,unknown1B,1B,1B,1B,1B,1B & 1G,unknown1B,unknown1B,unknown1B,unknown1B,unknown1B,unknown1B
AUID.13781,AAZ06762.1|uncultured_nitrogen-fixing,91.159,328,4.03e-125,Desulfovibrio magneticus,87.156,109,1.39e-65,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,NA,NA,NA,NA,NA,AUID.21477,NA,NA,NA,NA,NA,NA,NA,unknown3,3P,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.13783,AFD03752.1|uncultured_bacterium,98.471,327,1.37e-164,Pelobacter carbinolicus,94.495,109,9.29e-73,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,NA,NA,NA,NA,NA,AUID.21479,NA,NA,NA,NA,NA,NA,NA,unknown1A,1A,1,unknown1A,1A,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,1A,unknown1A,unknown1A,unknown1A,unknown1A,unknown1A
AUID.13784,AKS11224.1|uncultured_microorganism,75.61,328,1.64e-39,Desulfatibacillum alkenivorans,89.908,109,4.22e-68,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfatibacillum,NA,NA,NA,NA,NA,AUID.21480,NA,NA,NA,NA,NA,NA,NA,unknown3,3H,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.13789,AFB82665.1|uncultured_bacterium,93.75,320,1.1e-135,Burkholderia unamae,100,108,2.19e-76,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia,NA,NA,NA,NA,NA,AUID.21485,NA,NA,NA,NA,NA,1,NA,Burkholderia unamae,1K,1,Burkholderia unamae,1J/1K,1J/1K,"1A,  3,  &  1J/1K",1B 1J/1K,1A/C3 1J/1K,1J/1K,Burkholderia unamae,Burkholderia unamae,Burkholderia unamae,Burkholderia unamae,Burkholderia unamae
AUID.13790,AKV16205.1|uncultured_nitrogen-fixing,95.413,327,6.520000000000001e-148,Coraliomargarita akajimensis,86.239,109,6.42e-65,Bacteria;Verrucomicrobia;Opitutae;Puniceicoccales;Puniceicoccaceae;Coraliomargarita,NA,NA,NA,NA,NA,AUID.11451,NA,NA,NA,NA,NA,NA,NA,unknown3,3J,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.13798,AII78885.1|uncultured_bacterium,94.817,328,3.9199999999999996e-145,Desulfovibrio magneticus,98.165,109,9.2e-75,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,NA,NA,NA,NA,NA,AUID.21493,NA,NA,NA,NA,NA,1,NA,Desulfovibrio magneticus,3P,3,Desulfovibrio magneticus,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,Desulfovibrio magneticus,Desulfovibrio magneticus,Desulfovibrio magneticus,Desulfovibrio magneticus,Desulfovibrio magneticus
AUID.1380,BAN67045.1|uncultured_bacterium,99.677,310,7.769999999999999e-162,Pseudomonas stutzeri,94.175,103,4.33e-60,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas,NC_Turk_OTU01,98.71,310,3.7699999999999996e-159,Gamma A|A015|γ24774A11,AUID.1185,NA,NA,NA,NA,NA,NA,Gamma A|A015|γ24774A11;NC_Turk_OTU01,Gamma A|A015|γ24774A11;NC_Turk_OTU01,1G,1,Gamma A|A015|γ24774A11;NC_Turk_OTU01,1G,1G,1G,1B 1J/1K,1B & 1G,1G,Gamma A|A015|γ24774A11;NC_Turk_OTU01,Gamma A|A015|γ24774A11;NC_Turk_OTU01,Gamma A|A015|γ24774A11;NC_Turk_OTU01,Gamma A|A015|γ24774A11;NC_Turk_OTU01,Gamma A|A015|γ24774A11;NC_Turk_OTU01
AUID.13806,AKS11165.1|uncultured_microorganism,89.024,328,1.8999999999999996e-113,Chloroherpeton thalassium,87.156,109,9.42e-67,Bacteria;Chlorobi;Chlorobia;Chlorobiales;Chlorobiaceae;Chloroherpeton,NA,NA,NA,NA,NA,AUID.21501,NA,NA,NA,NA,NA,NA,NA,unknown3,3N,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.13808,AKV16140.1|uncultured_nitrogen-fixing,91.463,328,8.67e-127,Desulfovibrio magneticus,87.156,109,6.2699999999999995e-56,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,NA,NA,NA,NA,NA,AUID.11452,NA,NA,NA,NA,NA,NA,NA,unknown3,3N,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.13818,ALJ51791.1|uncultured_bacterium,100,328,1.7499999999999997e-173,Pelobacter carbinolicus,93.578,109,4.72e-72,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,NA,NA,NA,NA,NA,AUID.11453,NA,NA,NA,NA,NA,NA,NA,unknown1A,1A,1,unknown1A,1A,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,1A,unknown1A,unknown1A,unknown1A,unknown1A,unknown1A
AUID.13819,AIF49593.1|Pelosinus_sp.,75.41,305,2.76e-32,Chloroherpeton thalassium,88.991,109,6.13e-53,Bacteria;Chlorobi;Chlorobia;Chlorobiales;Chlorobiaceae;Chloroherpeton,NA,NA,NA,NA,NA,AUID.21512,NA,NA,NA,NA,NA,NA,NA,unknown3,3N,3,unknown3,3,1A C3,"1A,  3,  &  1J/1K",1A C3,1A/C3 1J/1K,3,unknown3,unknown3,unknown3,unknown3,unknown3
AUID.138222,AAY59933.1|uncultured_marine,100,324,2.9e-171,Trichodesmium erythraeum,100,108,2.37e-76,Bacteria;Cyanobacteria;Oscillatoriophycideae;Oscillatoriales;Microcoleaceae;Trichodesmium,U90952.1,99.385,325,8.399999999999997e-171,Trichodesmium sp.,AUID.130004,NA,NA,NA,NA,NA,1,Trichodesmium sp.;U90952.1,Trichodesmium sp.;U90952.1,1B,1,Trichodesmium sp.;U90952.1,1B,1B,1B,1B,1B & 1G,Trichodesmium sp.;U90952.1,Trichodesmium sp.;U90952.1,Trichodesmium sp.;U90952.1,Trichodesmium sp.,Trichodesmium sp.,Trichodesmium sp.;U90952.1
