arb_name	genus_species	NCBI nuc	NCBI prot	NCBI GI	nifHCluster	kingdom	phylum	class	order	family	genus
RhsRubr7	Rhodospirillum rubrum	NC_007643	YP_426483.1	83592731	2C	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Rhodospirillum
RsfCaste	Roseiflexus castenholzii	CP000804	ABU60076.1	156235293	X	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	Roseiflexus
RsfCast2	Roseiflexus castenholzii	NC_009767	YP_001434094.1	156743965	X	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	Roseiflexus
RsfSpeci	Roseiflexus sp.	CP000686	ABQ89608.1	148567463	X	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	Roseiflexus
RsfSpec2	Roseiflexus sp.	NC_009523	YP_001275558.1	148655353	X	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	Roseiflexus
RumAlbus	Ruminococcus albus	ADKM01000135	EFF16860.1	291504176	3C	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
RumAlbu2	Ruminococcus albus	NZ_ADKM01000135	ZP_06718862.1	294640910	3C	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
RumAlbu3	Ruminococcus albus	AEDJ01000002	EFM00533.1	304333500	3C	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
RumAlbu4	Ruminococcus albus	NZ_AEDJ01000002	ZP_07381530.1	304399681	3C	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
RumAlbu5	Ruminococcus albus	ADKM01000131	EFF17186.1	291504506	4F	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
RumAlbu6	Ruminococcus albus	NZ_ADKM01000131	ZP_06718806.1	294640850	4F	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
RumAlbu7	Ruminococcus albus	AEDJ01000005	EFM00075.1	304333039	4F	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
RumAlbu8	Ruminococcus albus	NZ_AEDJ01000005	ZP_07381784.1	304399938	4F	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
RumAlbu9	Ruminococcus albus	ADKM01000131	EFF17189.1	291504509	4F	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
RumAlb10	Ruminococcus albus	NZ_ADKM01000131	ZP_06718809.1	294640853	4F	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
RumAlb11	Ruminococcus albus	AEDJ01000005	EFM00078.1	304333042	4F	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
RumAlb12	Ruminococcus albus	NZ_AEDJ01000005	ZP_07381787.1	304399941	4F	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
RumFlave	Ruminococcus flavefaciens	NZ_ACOK01000116	ZP_06145196.1	268611469	3C	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
RumObeum	Ruminococcus obeum	AAVO02000001	EDM89181.1	149834101	4F	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
RumObeu2	Ruminococcus obeum	NZ_AAVO02000001	ZP_01962591.1	153809923	4F	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
RumObeu3	Ruminococcus obeum	AAVO02000001	EDM89190.1	149834110	4F	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
RumObeu4	Ruminococcus obeum	NZ_AAVO02000001	ZP_01962600.1	153809932	4F	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
RumObeu5	Ruminococcus obeum	FP929054	CBL23059.1	295109106	4F	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
RumObeu6	Ruminococcus obeum	FP929054	CBL23067.1	295109114	4F	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
RumTorqu	Ruminococcus torques	FP929055	CBL25132.1	291548870	4F	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
RumTorq2	Ruminococcus torques	FP929055	CBL25139.1	291548877	4F	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus
SelFlueg	Selenomonas flueggei	ACLA01000014	EEQ48627.1	238884989	4D	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Selenomonas
SelFlue2	Selenomonas flueggei	NZ_ACLA01000014	ZP_04658967.1	238927207	4D	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Selenomonas
SelNoxia	Selenomonas noxia	ACKT01000013	EFF66827.1	292648855	4D	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Selenomonas
SelNoxi2	Selenomonas noxia	NZ_ACKT01000013	ZP_06602918.1	292669492	4D	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Selenomonas
SelSpeci	Selenomonas sp.	AEEJ01000033	EFM23483.1	304369819	4D	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Selenomonas
SelSpec2	Selenomonas sp.	NZ_AEEJ01000033	ZP_07397118.1	304437157	4D	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Selenomonas
SelSputi	Selenomonas sputigena	ACKP02000015	EEX77752.1	260863252	4D	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Selenomonas
SelSput2	Selenomonas sputigena	NZ_ACKP02000015	ZP_05898453.1	260887190	4D	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Selenomonas
SidLitho	Sideroxydans lithotrophicus	CP001965	ADE11119.1	291583461	1P	Bacteria	Proteobacteria	Betaproteobacteria	Gallionellales	Gallionellaceae	Sideroxydans
SidLith2	Sideroxydans lithotrophicus	NC_013959	YP_003523506.1	291613349	1P	Bacteria	Proteobacteria	Betaproteobacteria	Gallionellales	Gallionellaceae	Sideroxydans
SinMedi4	Sinorhizobium medicae	CP000740	ABR64829.1	150032714	1J	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Sinorhizobium
SinMedi5	Sinorhizobium medicae	NC_009621	YP_001314762.1	150378167	1J	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Sinorhizobium
SinMel28	Sinorhizobium meliloti	AEDH01000089	EFN22758.1	306891928	1J	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Sinorhizobium
SinMel29	Sinorhizobium meliloti	AEDG01000070	EFN29524.1	306898872	1J	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Sinorhizobium
SinMel30	Sinorhizobium meliloti	NZ_AEDG01000070	ZP_07594779.1	307315199	1J	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Sinorhizobium
SinMel31	Sinorhizobium meliloti	NZ_AEDH01000089	ZP_07601772.1	307322416	1J	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Sinorhizobium
SlaExigu	Slackia exigua	ACUX02000016	EEZ60752.1	269129668	4D	Bacteria	Actinobacteria	Coriobacteridae	Coriobacteriales	Coriobacteriaceae	Slackia
SlaExig2	Slackia exigua	NZ_ACUX02000016	ZP_06160715.1	269216861	4D	Bacteria	Actinobacteria	Coriobacteridae	Coriobacteriales	Coriobacteriaceae	Slackia
SpiSmara	Spirochaeta smaragdinae	CP002116	ADK82110.1	301636683	3T	Bacteria	Spirochaetes	__c	Spirochaetales	Spirochaetaceae	Spirochaeta
SpiSmar2	Spirochaeta smaragdinae	NC_014364	YP_003804704.1	302339498	3T	Bacteria	Spirochaetes	__c	Spirochaetales	Spirochaetaceae	Spirochaeta
SpiTherm	Spirochaeta thermophila	CP001698	ADN01326.1	306531792	3I	Bacteria	Spirochaetes	__c	Spirochaetales	Spirochaetaceae	Spirochaeta
SpiTher3	Spirochaeta thermophila	NC_014484	YP_003873599.1	307718067	3I	Bacteria	Spirochaetes	__c	Spirochaetales	Spirochaetaceae	Spirochaeta
SncSpeci	Synechococcus sp.	DS989904	EDX87850.1	196192886	1B	Bacteria	Cyanobacteria	__c	Chroococcales	__f	Synechococcus
SncSpec2	Synechococcus sp.	NZ_DS989904	ZP_05039115.1	254425397	1B	Bacteria	Cyanobacteria	__c	Chroococcales	__f	Synechococcus
SncSpec4	Synechococcus sp.	CP000239	ABC99975.1	86555017	1B	Bacteria	Cyanobacteria	__c	Chroococcales	__f	Synechococcus
SncSpec5	Synechococcus sp.	CP000240	ABD01417.1	86556460	1B	Bacteria	Cyanobacteria	__c	Chroococcales	__f	Synechococcus
SncSpec6	Synechococcus sp.	NC_007775	YP_475238.1	86606475	1B	Bacteria	Cyanobacteria	__c	Chroococcales	__f	Synechococcus
SncSpec7	Synechococcus sp.	NC_007776	YP_476680.1	86607918	1B	Bacteria	Cyanobacteria	__c	Chroococcales	__f	Synechococcus
SnrFumar	Syntrophobacter fumaroxidans	CP000478	ABK16713.1	116697525	3I	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae	Syntrophobacter
SnrFuma2	Syntrophobacter fumaroxidans	NC_008554	YP_845148.1	116748461	3I	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae	Syntrophobacter
SntWolfe	Syntrophomonas wolfei	CP000448	ABI67746.1	114336898	4F	Bacteria	Firmicutes	Clostridia	Clostridiales	Syntrophomonadaceae	Syntrophothermus
SntWolf2	Syntrophomonas wolfei	NC_008346	YP_753117.1	114565963	4F	Bacteria	Firmicutes	Clostridia	Clostridiales	Syntrophomonadaceae	Syntrophothermus
SnpLipoc	Syntrophothermus lipocalidus	CP002048	ADI02873.1	297146116	2D	Bacteria	Firmicutes	Clostridia	Clostridiales	Syntrophomonadaceae	Syntrophothermus
SnpLipo2	Syntrophothermus lipocalidus	NC_014220	YP_003703438.1	297618279	2D	Bacteria	Firmicutes	Clostridia	Clostridiales	Syntrophomonadaceae	Syntrophothermus
TerTurne	Teredinibacter turnerae	CP001614	ACR12580.1	237685316	1G	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadalesgeneraincertaesedis	Teredinibacter
TerTurn2	Teredinibacter turnerae	NC_012997	YP_003073074.1	254785645	1G	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadalesgeneraincertaesedis	Teredinibacter
ThnPoten	Thermincola potens	CP002028	ADG81557.1	296030789	3J	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Thermincola
ThnPote2	Thermincola potens	NC_014152	YP_003639458.1	296132211	3J	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Thermincola
ThbTherm	Thermoanaerobacterium thermosaccharolyticum	CP002171	ADL69355.1	302778796	3J	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	ThermoanaerobacteralesFamilyIIIIncertaeSedis	Thermoanaerobacterium
ThbTher2	Thermoanaerobacterium thermosaccharolyticum	NC_014410	YP_003852439.1	304317294	3J	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	ThermoanaerobacteralesFamilyIIIIncertaeSedis	Thermoanaerobacterium
ThmAlbus	Thermocrinis albus	CP001931	ADC89059.1	289181815	1	Bacteria	Aquificae	Aquificales	Aquificaceae	Thermocrinis	__g
ThmAlbu2	Thermocrinis albus	NC_013894	YP_003473186.1	289548198	1	Bacteria	Aquificae	Aquificales	Aquificaceae	Thermocrinis	__g
ThrYello	Thermodesulfovibrio yellowstonii	CP001147	ACI21914.1	206742857	1C	Bacteria	Nitrospirae	__c	Nitrospirales	Nitrospiraceae	Thermodesulfovibrio
ThrYell2	Thermodesulfovibrio yellowstonii	NC_011296	YP_002249508.1	206890919	1C	Bacteria	Nitrospirae	__c	Nitrospirales	Nitrospiraceae	Thermodesulfovibrio
TlmAuens	Tolumonas auensis	CP001616	ACQ92279.1	237499686	1G	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Tolumonas
TlmAuen2	Tolumonas auensis	NC_012691	YP_002891865.1	237807425	1G	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Tolumonas
TriEryth	Trichodesmium erythraeum	CP000393	ABG53144.1	110168604	1B	Bacteria	Cyanobacteria	Oscillatoriophycideae	Oscillatoriales	Microcoleaceae	Trichodesmium
TriEryt2	Trichodesmium erythraeum	NC_008312	YP_723617.1	113477556	1B	Bacteria	Cyanobacteria	Oscillatoriophycideae	Oscillatoriales	Microcoleaceae	Trichodesmium
TurSangu	Turicibacter sanguinis	ADMN01000024	EFF64704.1	292646708	4F	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Turicibacter
TurSang2	Turicibacter sanguinis	NZ_ADMN01000024	ZP_06620975.1	293374661	4F	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Turicibacter
UncArc82	uncultured archaeon	FP565147	CBH36741.1	268323153	4I	NA					
UncArc83	uncultured archaeon	FP565147	CBH39757.1	268326169	4I	NA					
UncArc84	uncultured archaeon	FP565147	CBH40055.1	268326467	4I	NA					
UncMeth9	uncultured methanogenic	AM114193	CAJ37158.1	110621880	4D	NA					
UncMet10	uncultured methanogenic	NC_009464	YP_686484.1	147919770	4D	NA					
UncMet11	uncultured methanogenic	AM114193	CAJ36850.1	110621572	3J	NA					
UncMet12	uncultured methanogenic	NC_009464	YP_686176.1	147920067	3J	NA					
VerBacte	Verrucomicrobiae bacterium	DS990592	EDY82020.1	198257712	3E	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	__f	__g
VerBact2	Verrucomicrobiae bacterium	NZ_DS990592	ZP_05056880.1	254443404	3E	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	__f	__g
WolSucci	Wolinella succinogenes	BX571660	CAE10460.1	34483462	1F	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Wolinella
WolSucc2	Wolinella succinogenes	NC_005090	NP_907560.1	34557745	1F	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Wolinella
XanAuto2	Xanthobacter autotrophicus	CP000781	ABS65347.1	154158131	1K	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Xanthobacter
XanAuto3	Xanthobacter autotrophicus	CP000781	ABS65402.1	154158186	1K	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Xanthobacter
XanAuto4	Xanthobacter autotrophicus	NC_009720	YP_001415004.1	154244046	1K	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Xanthobacter
XanAuto5	Xanthobacter autotrophicus	NC_009720	YP_001415059.1	154244101	1K	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Xanthobacter
ZymMobil	Zymomonas mobilis	ACQU01000014	EER62613.1	241372936	1J	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Zymomonas
ZymMobi2	Zymomonas mobilis	NZ_ACQU01000014	ZP_04760608.1	241762532	1J	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Zymomonas
ZymMobi3	Zymomonas mobilis	AE008692	AAV90447.1	56544293	1J	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Zymomonas
ZymMobi4	Zymomonas mobilis	NC_006526	YP_163558.1	56552719	1J	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Zymomonas
ZymMobi5	Zymomonas mobilis	CP001722	ACV75951.1	258553005	1J	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Zymomonas
ZymMobi6	Zymomonas mobilis	NC_013355	YP_003226535.1	260753642	1J	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Zymomonas
