AUID,ARB2017.id,ARB2017.pctId,ARB2017.alen,ARB2017.evalue,Genomes879.id,Genomes879.pctId,Genomes879.alen,Genomes879.evalue,Genomes879.tax,MarineDiazo.subject,MarineDiazo.pid,MarineDiazo.alen,MarineDiazo.evalue,MarineDiazo.description,cluster,subcluster,AUID_updt,AUID_OLD,Genoes879.pid_flag,MarineDiazo.ID,consensus_id
AUID.162578,ADO20602.1|uncultured_bacterium,99.696,329.0,8.16e-172,Methylobacter tundripaludum,69.524,105.0,1.08e-47,Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylobacter,P8_Loesch,99.696,329.0,3.93e-174,Gamma 4|P8-Loescher,,nan,AUID.162578,AUID.144813,,Gamma 4|P8-Loescher;P8_Loesch,Gamma 4|P8-Loescher;P8_Loesch
AUID.16260,AAP68549.1|uncultured_bacterium,79.73,296.0,5.67e-54,Chloroherpeton thalassium,85.981,107.0,1.32e-64,Bacteria;Chlorobi;Chlorobia;Chlorobiales;Chlorobiaceae;Chloroherpeton,,,,,,3,3N,AUID.16260,AUID.23671,,,unknown3
AUID.16261,ABG80757.1|uncultured_soil,89.634,328.0,8.8e-117,Pelobacter propionicus,95.413,109.0,1.02e-74,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,,,,,,1,1A,AUID.16261,AUID.23672,,,unknown1A
AUID.16262,AFQ33581.1|uncultured_bacterium,93.293,328.0,8.55e-137,Opitutaceae bacterium,95.413,109.0,1.77e-71,Bacteria;Verrucomicrobia;Opitutae;Opitutales;Opitutaceae;__g,,,,,,3,3E,AUID.16262,AUID.23673,,,unknown3
AUID.162672,BAQ19776.1|uncultured_marine,89.297,327.0,1.47e-114,Desulfovibrio salexigens,96.33,109.0,2.4e-73,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,MAG_00024,99.695,328.0,3.92e-174,TARA_PSE_93_MAG_00024,3,3E,AUID.162672,AUID.144814,,TARA_PSE_93_MAG_00024;MAG_00024,TARA_PSE_93_MAG_00024;MAG_00024
AUID.16283,ACZ53853.1|uncultured_soil,97.538,325.0,1.7699999999999999e-158,Bradyrhizobium sp.,99.074,108.0,3.3999999999999997e-75,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Bradyrhizobium,,,,,,1,1K,AUID.16283,AUID.23694,1.0,,Bradyrhizobium sp.
AUID.162854,ALV82219.1|uncultured_bacterium,98.78,328.0,8.19e-167,Pseudomonas stutzeri,96.33,109.0,7.57e-75,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas,9033127,99.695,328.0,3.92e-174,9033127,1,1G,AUID.162854,AUID.144815,,9033127;9033127,9033127;9033127
AUID.16290,ALJ51636.1|uncultured_bacterium,90.214,327.0,1.46e-119,Verrucomicrobiae bacterium,85.321,109.0,1.89e-64,Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;__f;__g,,,,,,3,3T,AUID.16290,AUID.11715,,,unknown3
AUID.16292,AKV16139.1|uncultured_nitrogen-fixing,98.471,327.0,1.37e-164,Verrucomicrobiae bacterium,88.889,108.0,3.6499999999999996e-67,Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;__f;__g,,,,,,3,3T,AUID.16292,AUID.23702,,,unknown3
AUID.162938,CAN89758.1|uncultured_bacterium,95.327,321.0,1.41e-144,Candidatus Azobacteroides,95.413,109.0,2.46e-73,Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;CandidatusAzobacteroides;__g,,,,,,3,3L,AUID.162938,AUID.144816,,,unknown3
AUID.16296,ARN60257.1|uncultured_bacterium,90.52,327.0,3.14e-121,Geobacter uraniireducens,98.165,109.0,8.529999999999998e-76,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Geobacteraceae;Geobacter,,,,,,1,1A,AUID.16296,AUID.23706,1.0,,Geobacter uraniireducens
AUID.16300,ACV83706.1|uncultured_bacterium,91.768,328.0,1.86e-128,Geobacter uraniireducens,98.165,109.0,8.529999999999998e-76,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Geobacteraceae;Geobacter,,,,,,1,1A,AUID.16300,AUID.23710,1.0,,Geobacter uraniireducens
AUID.163028,BAN57386.1|uncultured_bacterium,98.78,328.0,8.19e-167,Tolumonas auensis,100.0,109.0,7.720000000000001e-77,Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Tolumonas,,,,,,1,1G,AUID.163028,AUID.144626,1.0,,Tolumonas auensis
AUID.163029,AHI71634.1|uncultured_bacterium,91.746,315.0,6.75e-123,Pseudomonas stutzeri,97.248,109.0,4.06e-75,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas,,,,,,1,1G,AUID.163029,AUID.144817,1.0,,Pseudomonas stutzeri
AUID.16312,AHY22729.1|uncultured_marine,99.074,324.0,2.92e-166,Burkholderia xenovorans,99.074,108.0,1.01e-75,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia,,,,,,1,1K,AUID.16312,AUID.11717,1.0,,Burkholderia xenovorans
AUID.163227,AAY60084.1|uncultured_marine,99.388,327.0,1.36e-169,Pseudomonas stutzeri,95.413,109.0,7.73e-75,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas,,,,,,1,1G,AUID.163227,AUID.144819,,,unknown1G
AUID.16325,AAO67608.1|uncultured_bacterium,94.502,291.0,2.75e-126,Burkholderia caryophylli,98.969,97.0,7.08e-67,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia,,,,,,1,1K,AUID.16325,AUID.23733,1.0,,Burkholderia caryophylli
AUID.163268,,,,,,,,,,,,,,,4,4G,AUID.163268,AUID.147087,,,unknown4
AUID.16332,AFQ33581.1|uncultured_bacterium,92.988,328.0,3.98e-135,Opitutaceae bacterium,95.413,109.0,1.77e-71,Bacteria;Verrucomicrobia;Opitutae;Opitutales;Opitutaceae;__g,,,,,,3,3E,AUID.16332,AUID.11718,,,unknown3
AUID.16343,AKU75826.1|uncultured_marine,84.663,326.0,5.48e-89,Desulfatibacillum alkenivorans,89.908,109.0,3.1099999999999997e-68,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfatibacillum,,,,,,3,3T,AUID.16343,AUID.11719,,,unknown3
AUID.16351,AFP19191.1|uncultured_bacterium,83.713,307.0,2.59e-77,delta proteobacterium,92.661,109.0,4.98e-72,Bacteria;Proteobacteria;Deltaproteobacteria;__o;__f;__g,,,,,,3,3E,AUID.16351,AUID.11720,,,unknown3
AUID.16357,AHB60513.1|Desulfonatronum_thioautotrophicum,79.755,326.0,3.42e-61,Desulfatibacillum alkenivorans,86.239,109.0,4.41e-65,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfatibacillum,,,,,,3,3Q,AUID.16357,AUID.23763,,,unknown3
AUID.163579,AAY85452.1|uncultured_bacterium,99.695,328.0,8.14e-172,Pseudomonas stutzeri,97.248,109.0,4.11e-75,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas,,,,,,1,1G,AUID.163579,AUID.144822,1.0,,Pseudomonas stutzeri
AUID.16358,AAP74679.1|uncultured_bacterium,82.067,329.0,5.600000000000001e-74,Desulfovibrio aespoeensis,88.991,109.0,4.03e-68,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,,,,,,3,3M,AUID.16358,AUID.23764,,,unknown3
AUID.16359,ACD87584.1|uncultured_bacterium,90.214,327.0,1.46e-119,Dechloromonas aromatica,91.743,109.0,3.52e-70,Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Dechloromonas,,,,,,1,1O,AUID.16359,AUID.23765,,,unknown1O
AUID.16364,ANF06913.1|uncultured_bacterium,92.661,327.0,6.66e-133,Pelobacter carbinolicus,94.495,109.0,9.29e-73,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,,,,,,1,1A,AUID.16364,AUID.23769,,,unknown1A
AUID.16366,AJY58641.1|uncultured_bacterium,97.561,328.0,3.84e-160,Verrucomicrobiae bacterium,88.991,109.0,2.25e-67,Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;__f;__g,,,,,,3,3J,AUID.16366,AUID.23771,,,unknown3
AUID.16368,ALV82175.1|uncultured_bacterium,90.549,328.0,8.73e-122,Chloroherpeton thalassium,88.073,109.0,9.63e-67,Bacteria;Chlorobi;Chlorobia;Chlorobiales;Chlorobiaceae;Chloroherpeton,,,,,,3,3N,AUID.16368,AUID.23773,,,unknown3
AUID.16369,AKV16102.1|uncultured_nitrogen-fixing,100.0,327.0,6.29e-173,Pseudomonas stutzeri,97.248,109.0,1.13e-75,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas,,,,,,1,1G,AUID.16369,AUID.11722,1.0,,Pseudomonas stutzeri
AUID.16370,AHN50620.1|uncultured_bacterium,81.35,311.0,2.62e-67,Desulfovibrio aespoeensis,96.33,109.0,8.69e-72,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,,,,,,3,3E,AUID.16370,AUID.23774,,,unknown3
AUID.16375,AFD03740.1|uncultured_bacterium,95.107,327.0,3.03e-146,Pelobacter carbinolicus,95.413,109.0,2.8e-73,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,,,,,,1,1A,AUID.16375,AUID.11723,,,unknown1A
AUID.16382,ALJ52010.1|uncultured_bacterium,95.732,328.0,3.89e-150,Opitutaceae bacterium,93.578,109.0,2.13e-71,Bacteria;Verrucomicrobia;Opitutae;Opitutales;Opitutaceae;__g,,,,,,3,3E,AUID.16382,AUID.23784,,,unknown3
AUID.16385,AHN50789.1|uncultured_bacterium,82.468,308.0,3.37e-71,Desulfovibrio magneticus,88.991,109.0,7.429999999999999e-68,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,,,,,,3,3L,AUID.16385,AUID.23787,,,unknown3
AUID.16386,BAQ19932.1|uncultured_marine,81.613,310.0,7.2999999999999984e-68,delta proteobacterium,94.495,109.0,2.86e-72,Bacteria;Proteobacteria;Deltaproteobacteria;__o;__f;__g,,,,,,3,3E,AUID.16386,AUID.23788,,,unknown3
AUID.16387,AKP55947.1|uncultured_nitrogen-fixing,91.131,327.0,1.45e-124,Pseudomonas stutzeri,97.248,109.0,6.58e-76,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas,,,,,,1,1G,AUID.16387,AUID.23789,1.0,,Pseudomonas stutzeri
AUID.16388,AEI72325.1|uncultured_bacterium,89.602,327.0,3.16e-116,Chloroherpeton thalassium,91.743,109.0,1.19e-70,Bacteria;Chlorobi;Chlorobia;Chlorobiales;Chlorobiaceae;Chloroherpeton,,,,,,3,3N,AUID.16388,AUID.11725,,,unknown3
AUID.16391,AAZ06750.1|uncultured_nitrogen-fixing,93.293,328.0,8.55e-137,Pelobacter carbinolicus,96.33,109.0,8.08e-74,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,,,,,,1,1A,AUID.16391,AUID.23792,,,unknown1A
AUID.16392,AFD03769.1|uncultured_bacterium,96.942,327.0,2.99e-156,Pelobacter carbinolicus,94.495,109.0,9.29e-73,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,,,,,,1,1A,AUID.16392,AUID.11726,,,unknown1A
AUID.16393,AAZ06755.1|uncultured_nitrogen-fixing,96.33,327.0,6.47e-153,Desulfovibrio aespoeensis,95.413,109.0,2.32e-71,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,,,,,,3,3E,AUID.16393,AUID.23793,,,unknown3
AUID.163957,ADV35100.1|uncultured_bacterium,88.615,325.0,1.48e-109,Pseudomonas stutzeri,95.413,109.0,3.02e-74,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas,,,,,,1,1G,AUID.163957,AUID.144627,,,unknown1G
AUID.16399,AKP56063.1|uncultured_nitrogen-fixing,90.52,327.0,3.14e-121,Desulfovibrio aespoeensis,95.413,109.0,2.17e-71,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,,,,,,3,3E,AUID.16399,AUID.10334,,,unknown3
AUID.164,ANF06935.1|uncultured_bacterium,85.449,323.0,2.5299999999999998e-92,Desulfurivibrio alkaliphilus,95.413,109.0,1.24e-70,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Desulfurivibrio,,,,,,3,3E,AUID.164,AUID.234,,,unknown3
AUID.16400,AHA49927.1|uncultured_bacterium,89.362,329.0,1.47e-114,Pelobacter carbinolicus,93.578,109.0,4.72e-72,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,,,,,,1,1A,AUID.16400,AUID.11727,,,unknown1A
AUID.16406,AJP08264.1|uncultured_bacterium,95.732,328.0,3.89e-150,Dechloromonas aromatica,98.165,109.0,1.28e-75,Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Dechloromonas,,,,,,1,1P,AUID.16406,AUID.11728,1.0,,Dechloromonas aromatica
AUID.16409,ADO25036.1|uncultured_bacterium,85.321,327.0,7.04e-93,Desulfatibacillum alkenivorans,90.826,109.0,9.57e-69,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfatibacillum,,,,,,3,3H,AUID.16409,AUID.23806,,,unknown3
AUID.1641,ADT90038.1|uncultured_marine,99.032,310.0,1.68e-158,Desulfuromonas acetoxidans,98.058,103.0,1.9100000000000002e-71,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Desulfuromonadaceae;Desulfuromonas,,,,,,1,1A,AUID.1641,AUID.1210,1.0,,Desulfuromonas acetoxidans
AUID.16411,AKS11510.1|uncultured_microorganism,82.822,326.0,5.56e-79,Desulfovibrio aespoeensis,93.578,109.0,1.2e-70,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,,,,,,3,3E,AUID.16411,AUID.23807,,,unknown3
AUID.16417,AKP55967.1|uncultured_nitrogen-fixing,91.159,328.0,4.03e-125,Desulfonatronospira thiodismutans,88.991,109.0,2.1e-56,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfohalobiaceae;Desulfonatronospira,,,,,,3,3N,AUID.16417,AUID.11730,,,unknown3
AUID.16425,AIA58922.1|uncultured_bacterium,90.741,324.0,3.14e-121,Geobacter uraniireducens,99.083,109.0,2.46e-77,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Geobacteraceae;Geobacter,,,,,,1,1A,AUID.16425,AUID.23820,1.0,,Geobacter uraniireducens
AUID.16428,AKS11121.1|uncultured_microorganism,99.39,328.0,3.79e-170,Opitutaceae bacterium,87.156,109.0,1.61e-66,Bacteria;Verrucomicrobia;Opitutae;Opitutales;Opitutaceae;__g,,,,,,3,3T,AUID.16428,AUID.11731,,,unknown3
AUID.16449,ALV82216.1|uncultured_bacterium,87.077,325.0,8.9e-102,Rhodospirillum rubrum,90.741,108.0,1.83e-49,Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Rhodospirillum,,,,,,2,2C,AUID.16449,AUID.11733,,,unknown2C
AUID.16454,AKV16127.1|uncultured_nitrogen-fixing,98.171,328.0,1.7700000000000003e-163,Pelobacter carbinolicus,96.33,109.0,8.08e-74,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,,,,,,1,1A,AUID.16454,AUID.11734,,,unknown1A
AUID.16456,AFH88436.1|uncultured_microorganism,89.623,318.0,6.85e-113,delta proteobacterium,89.908,109.0,2.7799999999999998e-67,Bacteria;Proteobacteria;Deltaproteobacteria;__o;__f;__g,,,,,,4,4G,AUID.16456,AUID.23847,,,unknown4
AUID.16460,AAL07952.1|uncultured_bacterium,92.523,321.0,1.44e-129,Desulfatibacillum alkenivorans,88.073,109.0,8.469999999999999e-68,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfatibacillum,,,,,,3,3T,AUID.16460,AUID.11735,,,unknown3
AUID.16462,AHA49931.1|uncultured_bacterium,90.826,327.0,6.75e-123,Desulfatibacillum alkenivorans,89.908,109.0,3.5500000000000004e-58,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfatibacillum,,,,,,3,3B,AUID.16462,AUID.23852,,,unknown3
AUID.16465,AIG14401.1|uncultured_bacterium,100.0,328.0,1.75e-173,Desulfovibrio aespoeensis,93.578,109.0,3.66e-70,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,,,,,,3,3E,AUID.16465,AUID.23855,,,unknown3
AUID.16466,AKU75696.1|uncultured_marine,88.854,323.0,1.15e-110,Desulfovibrio aespoeensis,97.248,109.0,1.07e-73,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,,,,,,3,3E,AUID.16466,AUID.23856,1.0,,Desulfovibrio aespoeensis
AUID.16470,ALJ51788.1|uncultured_bacterium,87.768,327.0,3.21e-106,Pelobacter carbinolicus,93.578,109.0,4.72e-72,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,,,,,,1,1A,AUID.16470,AUID.23859,,,unknown1A
AUID.16473,ARA10898.1|uncultured_bacterium,77.882,321.0,5.799999999999999e-49,Desulfurivibrio alkaliphilus,89.908,109.0,5.67e-60,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Desulfurivibrio,,,,,,3,3R,AUID.16473,AUID.23862,,,unknown3
AUID.16475,ADO24993.1|uncultured_bacterium,84.0,325.0,1.54e-84,Desulfurivibrio alkaliphilus,95.413,109.0,7.370000000000001e-71,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Desulfurivibrio,,,,,,3,3E,AUID.16475,AUID.23864,,,unknown3
AUID.16477,ACP42165.1|uncultured_bacterium,99.083,327.0,6.34e-168,Desulfovibrio magneticus,86.239,109.0,5.31e-65,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,,,,,,3,3H,AUID.16477,AUID.10335,,,unknown3
AUID.16478,BAQ19802.1|uncultured_marine,82.822,326.0,5.56e-79,Desulfovibrio aespoeensis,95.413,109.0,2.32e-71,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,,,,,,3,3E,AUID.16478,AUID.11737,,,unknown3
AUID.16486,YP_007466571.1|Desulfocapsa_sulfexigens,83.591,323.0,2.56e-82,Desulfurivibrio alkaliphilus,97.222,108.0,9.94e-73,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Desulfurivibrio,,,,,,3,3E,AUID.16486,AUID.23871,1.0,,Desulfurivibrio alkaliphilus
AUID.16487,AIG14447.1|uncultured_bacterium,89.404,302.0,1.06e-105,Desulfovibrio aespoeensis,92.079,101.0,4.71e-64,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,,,,,,3,3E,AUID.16487,AUID.23872,,,unknown3
AUID.16488,AKU75843.1|uncultured_marine,97.859,327.0,2.97e-161,Teredinibacter turnerae,94.495,109.0,2.51e-72,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadalesgeneraincertaesedis;Teredinibacter,,,,,,1,1G,AUID.16488,AUID.23873,,,unknown1G
AUID.16495,AJY58641.1|uncultured_bacterium,89.602,327.0,3.16e-116,Verrucomicrobiae bacterium,88.073,109.0,3.09e-67,Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;__f;__g,,,,,,3,3J,AUID.16495,AUID.11741,,,unknown3
AUID.16498,ADO25032.1|uncultured_bacterium,93.125,320.0,2.39e-132,Desulfurivibrio alkaliphilus,93.519,108.0,1.02e-68,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Desulfurivibrio,,,,,,3,3E,AUID.16498,AUID.23882,,,unknown3
AUID.16504,AAD23108.1|marine_proteobacterium,98.457,324.0,6.38e-163,Teredinibacter turnerae,93.578,109.0,9.68e-72,Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadalesgeneraincertaesedis;Teredinibacter,,,,,,1,1G,AUID.16504,AUID.23888,,,unknown1G
AUID.16507,ADD49347.1|uncultured_bacterium,87.842,329.0,8.92e-107,Desulfatibacillum alkenivorans,92.661,109.0,2.25e-70,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfatibacillum,,,,,,3,3H,AUID.16507,AUID.23891,,,unknown3
AUID.16511,ABM92894.1|uncultured_nitrogen-fixing,84.709,327.0,1.52e-89,Pseudomonas stutzeri,98.165,109.0,1.86e-76,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas,,,,,,1,1G,AUID.16511,AUID.11742,1.0,,Pseudomonas stutzeri
AUID.1652,ARN60531.1|uncultured_bacterium,99.349,307.0,1.6599999999999999e-158,Burkholderia xenovorans,99.02,102.0,3.62e-71,Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia,,,,,,1,1K,AUID.1652,AUID.1070,1.0,,Burkholderia xenovorans
AUID.16520,AKP56022.1|uncultured_nitrogen-fixing,87.842,329.0,8.92e-107,Pelobacter carbinolicus,93.578,109.0,4.72e-72,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter,,,,,,1,1A,AUID.16520,AUID.11743,,,unknown1A
AUID.16528,ACI32323.1|uncultured_bacterium,79.205,327.0,7.26e-58,Syntrophobacter fumaroxidans,88.073,109.0,4.89e-65,Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophobacteraceae;Syntrophobacter,,,,,,3,3I,AUID.16528,AUID.23910,,,unknown3
AUID.1653,AEB97673.1|uncultured_alpha,99.349,307.0,1.6599999999999999e-158,Mesorhizobium loti,92.157,102.0,3.33e-52,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;Mesorhizobium,CE1_45m_12_a,98.697,307.0,1.74e-157,CE1_45m_12_a,1,1J,AUID.1653,AUID.1211,,CE1_45m_12_a;CE1_45m_12_a,CE1_45m_12_a;CE1_45m_12_a
AUID.16530,AAY85424.1|uncultured_bacterium,88.379,327.0,1.48e-109,Chloroherpeton thalassium,88.073,109.0,9.63e-67,Bacteria;Chlorobi;Chlorobia;Chlorobiales;Chlorobiaceae;Chloroherpeton,,,,,,3,3N,AUID.16530,AUID.11744,,,unknown3
AUID.16532,ABQ50615.1|uncultured_microorganism,84.375,320.0,1.16e-85,Clostridium ljungdahlii,89.72,107.0,7.489999999999999e-67,Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium,,,,,,2,2D,AUID.16532,AUID.23913,,,unknown2D
AUID.16537,BAN57386.1|uncultured_bacterium,97.256,328.0,1.79e-158,Tolumonas auensis,100.0,109.0,7.720000000000001e-77,Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Tolumonas,,,,,,1,1G,AUID.16537,AUID.23918,1.0,,Tolumonas auensis
AUID.16539,ADD49211.1|uncultured_bacterium,96.951,328.0,8.310000000000001e-157,Desulfovibrio aespoeensis,95.413,109.0,7.3e-72,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,,,,,,3,3E,AUID.16539,AUID.23920,,,unknown3
AUID.16540,AEB96878.1|uncultured_bacterium,92.547,322.0,1.44e-129,Dechloromonas aromatica,99.083,109.0,1.78e-76,Bacteria;Proteobacteria;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Dechloromonas,,,,,,1,1P,AUID.16540,AUID.11745,1.0,,Dechloromonas aromatica
AUID.16544,ACX68583.1|uncultured_bacterium,90.722,291.0,6.13e-108,Pseudomonas stutzeri,98.958,96.0,5.96e-66,Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas,,,,,,1,1G,AUID.16544,AUID.23924,1.0,,Pseudomonas stutzeri
AUID.16545,AIO11559.1|uncultured_bacterium,77.316,313.0,3.4899999999999997e-46,Desulfovibrio vulgaris,87.156,109.0,3.85e-60,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,,,,,,3,3R,AUID.16545,AUID.23925,,,unknown3
AUID.16550,ABC69697.1|uncultured_bacterium,85.093,322.0,1.52e-89,Desulfovibrio aespoeensis,91.743,109.0,8.36e-68,Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,,,,,,3,3E,AUID.16550,AUID.11746,,,unknown3
AUID.165672,AGE14386.1|uncultured_bacterium,100.0,325.0,8.06e-172,cyanobacterium UCYN-A,100.0,108.0,2.12e-76,Bacteria;Cyanobacteria;__c;Chroococcales;__f;__g,AF059627.1,99.691,324.0,6.49e-172,UCYN-A | Unidentified marine eubacterium clone HT1150,1,1B,AUID.165672,AUID.144841,1.0,UCYN-A | Unidentified marine eubacterium clone HT1150;AF059627.1,UCYN-A | Unidentified marine eubacterium clone HT1150;AF059627.1
AUID.16571,BAQ19901.1|uncultured_marine,94.769,325.0,6.52e-143,,,,,,,,,,,2,2C,AUID.16571,AUID.23948,,,unknown2C
AUID.165715,AKS11507.1|uncultured_microorganism,86.544,327.0,1.5e-99,delta proteobacterium,88.991,109.0,5.83e-67,Bacteria;Proteobacteria;Deltaproteobacteria;__o;__f;__g,,,,,,3,3H,AUID.165715,AUID.147374,,,unknown3
AUID.165729,SCQ52675.1|uncultured_bacterium,99.692,325.0,3.75e-170,cyanobacterium UCYN-A,99.074,108.0,2.98e-75,Bacteria;Cyanobacteria;__c;Chroococcales;__f;__g,AF059627.1,99.691,324.0,6.49e-172,UCYN-A | Unidentified marine eubacterium clone HT1150,1,1B,AUID.165729,AUID.144845,1.0,UCYN-A | Unidentified marine eubacterium clone HT1150;AF059627.1,UCYN-A | Unidentified marine eubacterium clone HT1150;AF059627.1
AUID.16575,AHF50768.1|uncultured_nitrogen-fixing,88.82,322.0,4.120000000000001e-110,Opitutaceae bacterium,88.991,109.0,1.18e-66,Bacteria;Verrucomicrobia;Opitutae;Opitutales;Opitutaceae;__g,,,,,,3,3E,AUID.16575,AUID.23952,,,unknown3
