AUID_updt,cluster,subcluster
AUID.41703,3,3E
AUID.41708,3,3E
AUID.41709,1,1A
AUID.41710,3,3N
AUID.41711,1,1G
AUID.41712,1,1A
AUID.41713,1,1A
AUID.41717,3,3Q
AUID.41718,1,1G
AUID.41722,3,3E
AUID.41723,3,3N
AUID.41726,1,1P
AUID.41727,3,3L
AUID.41736,1,1A
AUID.41740,3,3G
AUID.41741,3,3T
AUID.41742,3,3K
AUID.41743,3,3N
AUID.41745,3,3B
AUID.41746,3,3E
AUID.41747,3,3E
AUID.41753,1,1G
AUID.41754,1,1C
AUID.41755,3,3N
AUID.41757,1,1A
AUID.41758,1,1E
AUID.41762,3,3L
AUID.41770,3,3N
AUID.41771,1,1A
AUID.41772,3,3T
AUID.41773,3,3H
AUID.41774,3,3E
AUID.41775,1,1A
AUID.41782,1,1A
AUID.41783,3,3E
AUID.41784,3,3J
AUID.41787,1,1A
AUID.41788,1,1A
AUID.41789,3,3Q
AUID.41794,3,3T
AUID.41795,1,1A
AUID.41796,3,3E
AUID.41799,1,1A
AUID.41800,1,1A
AUID.41801,1,1C
AUID.41802,3,3E
AUID.41803,3,3E
AUID.41804,3,3J
AUID.41805,3,3E
AUID.41807,3,3J
AUID.41808,1,1A
AUID.41810,3,3G
AUID.41820,1,1G
AUID.41824,3,3E
AUID.41825,3,3E
AUID.41826,3,3B
AUID.41827,1,1K
AUID.41831,1,1G
AUID.41832,3,3E
AUID.41833,3,3H
AUID.41834,3,3H
AUID.41835,3,3Q
AUID.41836,1,1G
AUID.41837,1,1A
AUID.41839,3,3Q
AUID.41840,1,1A
AUID.41842,3,3N
AUID.41846,3,3N
AUID.41852,1,1A
AUID.41855,1,1A
AUID.41856,1,1A
AUID.41857,1,1A
AUID.41859,3,3B
AUID.41860,3,3N
AUID.41861,1,1P
AUID.41863,1,1P
AUID.41864,3,3G
AUID.41866,1,1P
AUID.41871,3,3N
AUID.41872,3,3E
AUID.41874,3,3E
AUID.41875,1,1A
AUID.41878,3,3J
AUID.41880,1,1P
AUID.41881,3,3E
AUID.41884,1,1A
AUID.41889,1,1K
AUID.41890,3,3E
AUID.41893,1,1A
AUID.41894,3,3E
AUID.41897,1,1G
AUID.41899,1,1P
AUID.41900,3,3N
AUID.41901,1,1K
AUID.41904,1,1P
AUID.41905,1,1A
AUID.41908,3,3P
AUID.41909,1,1K
AUID.41910,3,3E
AUID.41913,1,1A
AUID.41918,3,3E
AUID.41919,3,3E
AUID.41921,1,1A
AUID.41922,1,1A
AUID.41927,3,3E
AUID.41928,3,3A
AUID.41932,3,3L
AUID.41933,1,1A
AUID.41934,4,4G
AUID.41935,3,3L
AUID.41938,3,3L
AUID.41940,3,3E
AUID.41941,3,3G
AUID.41942,1,1P
AUID.41944,3,3B
AUID.41945,3,3N
AUID.41946,3,3L
AUID.41947,3,3E
AUID.41948,3,3E
AUID.41950,3,3H
AUID.41958,1,1A
AUID.41960,1,1A
AUID.41961,1,1A
AUID.41962,3,3T
AUID.41966,3,3E
AUID.41972,1,1A
AUID.41974,3,3E
AUID.41976,3,3Q
AUID.41979,3,3P
AUID.41981,1,1A
AUID.41983,3,3E
AUID.41984,1,1A
AUID.41987,3,3N
AUID.41988,3,3N
AUID.41990,3,3P
AUID.41991,3,3Q
AUID.41994,3,3T
AUID.41996,3,3E
AUID.41997,3,3N
AUID.41998,1,1A
AUID.41999,1,1A
AUID.42000,1,1P
AUID.42005,3,3H
AUID.42006,3,3L
AUID.42007,1,1O
AUID.42008,3,3E
AUID.42009,3,3Q
AUID.42010,3,3N
AUID.42012,3,3J
AUID.42013,1,1O
AUID.42014,3,3N
AUID.42015,3,3I
AUID.42016,3,3H
AUID.42018,1,1A
AUID.42019,3,3T
AUID.42022,3,3E
AUID.42025,3,3E
AUID.42028,3,3N
AUID.42030,3,3Q
AUID.42033,3,3L
AUID.42035,1,1A
AUID.42036,1,1A
AUID.42037,3,3N
AUID.42047,3,3J
AUID.42049,3,3E
AUID.42057,1,1K
AUID.42058,1,1K
AUID.42061,3,3N
AUID.42062,3,3L
AUID.42063,1,1K
AUID.42064,3,3E
AUID.42065,3,3E
AUID.42066,1,1P
AUID.42073,1,1A
AUID.42077,3,3N
AUID.42078,3,3E
AUID.42079,1,1A
AUID.42080,3,3H
AUID.42081,3,3T
AUID.42083,1,1K
AUID.42084,3,3E
AUID.42085,1,1A
AUID.42086,1,1A
AUID.42088,1,1A
AUID.42089,3,3N
AUID.42090,1,1G
AUID.42094,3,3L
AUID.42095,3,3E
AUID.42103,1,1A
AUID.42104,3,3N
AUID.42105,3,3E
AUID.42106,1,1A
AUID.42113,1,1A
AUID.42114,1,1A
AUID.42117,3,3B
AUID.42119,1,1G
AUID.42121,1,1A
AUID.42122,3,3N
AUID.42123,3,3E
AUID.42125,1,1A
AUID.42127,1,1A
AUID.42128,3,3E
AUID.42130,1,1A
AUID.42133,1,1P
AUID.42139,1,1A
AUID.42142,3,3H
AUID.42143,1,1G
AUID.42145,3,3E
AUID.42146,1,1G
AUID.42152,1,1G
AUID.42155,3,3L
AUID.42156,3,3N
AUID.42157,1,1G
AUID.42158,3,3E
AUID.42159,3,3E
AUID.42160,3,3Q
AUID.42163,1,1A
AUID.42165,3,3B
AUID.42167,3,3E
AUID.42169,1,1A
AUID.42170,1,1A
AUID.42172,1,1A
AUID.42174,3,3P
AUID.42176,1,1A
AUID.42178,1,1A
AUID.42183,3,3E
AUID.42184,1,1A
AUID.42185,3,3H
AUID.42186,3,3J
AUID.42187,3,3J
AUID.42188,3,3E
AUID.42190,3,3E
AUID.42191,3,3P
AUID.42192,3,3N
AUID.42193,3,3Q
AUID.42194,3,3B
AUID.42195,3,3N
AUID.42196,1,1A
AUID.42197,3,3Q
AUID.42200,3,3E
AUID.42201,3,3E
AUID.42203,3,3L
AUID.42205,1,1A
AUID.42209,1,1A
AUID.42211,3,3P
AUID.42212,1,1B
AUID.42215,1,1A
AUID.42218,1,1A
AUID.42219,1,1G
AUID.42221,3,3E
AUID.42222,1,1A
AUID.42223,1,1K
AUID.42225,NA,NA
AUID.42227,1,1P
AUID.42229,1,1A
AUID.42230,1,1A
AUID.42231,3,3G
AUID.42232,3,3T
AUID.42233,3,3E
AUID.42235,1,1A
AUID.42236,1,1A
AUID.42237,3,3N
AUID.42244,3,3E
AUID.42247,1,1A
AUID.42252,1,1A
AUID.42256,1,1A
AUID.42258,1,1A
AUID.42261,3,3P
AUID.42263,3,3P
AUID.42267,3,3I
AUID.42269,3,3N
AUID.42270,1,1A
AUID.42272,1,1J
AUID.42273,3,3P
AUID.42274,1,1A
AUID.42275,3,3K
AUID.42277,1,1G
AUID.42279,3,3Q
AUID.42281,3,3H
AUID.42283,1,1K
AUID.42284,1,1K
AUID.42287,3,3N
AUID.42290,3,3N
AUID.42291,3,3E
AUID.42292,1,1A
AUID.42293,3,3P
AUID.42297,1,1A
AUID.42298,1,1A
AUID.42299,1,1A
AUID.423,1,1G
AUID.42302,1,1K
AUID.42305,3,3H
AUID.42306,1,1A
AUID.42307,3,3B
AUID.42310,3,3N
AUID.42314,1,1E
AUID.42315,3,3G
AUID.42319,3,3Q
AUID.42320,3,3B
AUID.42322,4,4G
AUID.42323,3,3E
AUID.42326,3,3E
AUID.42328,3,3Q
AUID.42331,1,1A
AUID.42336,1,1A
AUID.42337,3,3H
AUID.42339,3,3N
AUID.42341,1,1K
AUID.42344,1,1A
AUID.42346,3,3H
AUID.42351,1,1A
AUID.42352,3,3Q
AUID.42353,1,1G
AUID.42354,3,3E
AUID.42355,3,3K
AUID.42356,3,3Q
AUID.42359,3,3E
AUID.42361,3,3N
AUID.42366,1,1K
AUID.42372,3,3E
AUID.42374,1,1A
AUID.42375,3,3H
AUID.42378,3,3N
AUID.42381,3,3E
AUID.42382,3,3G
AUID.42383,3,3N
AUID.42385,3,3Q
AUID.42388,1,1G
AUID.42389,1,1O
AUID.42395,3,3T
AUID.42397,3,3M
AUID.42398,1,1A
AUID.42400,1,1A
AUID.42401,1,1A
AUID.42402,3,3N
AUID.42403,1,1A
AUID.42404,3,3I
AUID.42407,3,3E
AUID.42409,1,1A
AUID.42413,1,1A
AUID.42414,1,1G
AUID.42419,3,3N
AUID.42420,3,3P
AUID.42421,3,3E
AUID.42422,3,3E
AUID.42423,3,3N
AUID.42424,3,3T
AUID.42426,1,1A
AUID.42427,1,1A
AUID.42428,3,3E
AUID.42429,1,1A
AUID.42430,1,1A
AUID.42431,3,3P
AUID.42432,3,3Q
AUID.42434,3,3I
AUID.42435,1,1A
AUID.42439,3,3E
AUID.42441,1,1P
AUID.42442,1,1P
AUID.42443,3,3S
AUID.42444,1,1K
AUID.42445,1,1A
AUID.42446,3,3N
AUID.42453,1,1K
AUID.42454,1,1A
AUID.42455,1,1P
AUID.42457,1,1P
AUID.42458,3,3N
AUID.42459,1,1K
AUID.42461,1,1K
AUID.42462,1,1A
AUID.42463,3,3E
AUID.42464,3,3N
AUID.42465,3,3Q
AUID.42470,1,1A
AUID.42471,1,1P
AUID.42476,3,3K
AUID.42477,3,3E
AUID.42478,1,1A
AUID.42479,3,3N
AUID.42480,1,1P
AUID.42481,1,1A
AUID.42482,3,3E
AUID.42486,3,3J
AUID.42490,1,1A
AUID.42492,3,3N
AUID.42496,1,1P
AUID.42502,3,3N
AUID.42503,1,1A
AUID.42505,3,3Q
AUID.42507,3,3N
AUID.42508,3,3I
AUID.42510,1,1P
AUID.42514,3,3J
AUID.42515,3,3E
AUID.42516,3,3N
AUID.42518,1,1A
AUID.42519,3,3E
AUID.42521,3,3E
AUID.42524,1,1P
AUID.42525,3,3H
AUID.42526,3,3E
AUID.42528,2,2C
AUID.42529,2,2C
AUID.42532,1,1K
AUID.42533,1,1K
AUID.42539,3,3J
AUID.42541,3,3N
AUID.42542,1,1G
AUID.42544,1,1P
AUID.42545,3,3Q
AUID.42546,1,1A
AUID.42548,1,1A
AUID.42552,1,1A
AUID.42553,3,3J
AUID.42555,1,1A
AUID.42556,1,1K
AUID.42557,3,3J
AUID.42558,1,1O
AUID.42559,3,3E
AUID.42561,1,1A
AUID.42562,1,1K
AUID.42564,3,3C
AUID.42565,1,1G
AUID.42566,3,3Q
AUID.42567,3,3G
AUID.42568,1,1A
AUID.42569,3,3E
AUID.42570,3,3E
AUID.42575,1,1K
AUID.42579,3,3E
AUID.42580,3,3N
AUID.42581,1,1A
AUID.42584,1,1A
AUID.42585,3,3E
AUID.42592,1,1P
AUID.42593,3,3L
AUID.42594,3,3L
AUID.42595,1,1A
AUID.42597,3,3E
AUID.426,1,1O
AUID.42602,3,3N
AUID.42605,1,1A
AUID.42606,3,3Q
AUID.42607,3,3N
AUID.42608,1,1G
AUID.42611,1,1A
AUID.42612,3,3E
AUID.42613,3,3L
AUID.42616,3,3N
AUID.42620,1,1A
AUID.42623,1,1P
AUID.42626,1,1P
AUID.42629,3,3T
AUID.42630,3,3E
AUID.42631,1,1A
AUID.42632,3,3B
AUID.42636,1,1A
AUID.42637,1,1A
AUID.42641,1,1K
AUID.42642,1,1A
AUID.42646,1,1A
AUID.42647,1,1A
AUID.42648,3,3T
AUID.42649,1,1G
AUID.42650,1,1A
AUID.42651,3,3I
AUID.42652,3,3J
AUID.42657,1,1C
AUID.42663,1,1A
AUID.42664,3,3E
AUID.42665,3,3N
AUID.42668,1,1A
AUID.42674,3,3H
AUID.42675,3,3N
AUID.42680,3,3H
AUID.42681,3,3I
AUID.42685,3,3K
AUID.42687,3,3T
AUID.42689,3,3E
AUID.42690,1,1G
AUID.42692,3,3T
AUID.42696,1,1A
AUID.42702,3,3H
AUID.42703,3,3N
AUID.42704,1,1A
AUID.42706,3,3H
AUID.42708,4,4G
AUID.42710,3,3B
AUID.42711,1,1P
AUID.42712,1,1P
AUID.42713,1,1J
AUID.42718,1,1A
AUID.42720,1,1K
AUID.42721,1,1A
AUID.42722,1,1P
AUID.42724,1,1A
AUID.42725,3,3I
AUID.42726,4,4G
AUID.42727,3,3N
AUID.42728,3,3L
AUID.42730,3,3E
AUID.42731,3,3E
AUID.42732,1,1A
AUID.42733,1,1A
AUID.42734,3,3G
AUID.42735,3,3N
AUID.42738,3,3E
AUID.42742,3,3E
AUID.42743,3,3L
AUID.42745,3,3T
AUID.42748,3,3E
AUID.42751,1,1O
AUID.42753,1,1P
AUID.42755,1,1G
AUID.42757,3,3E
AUID.42758,1,1A
AUID.42762,3,3E
AUID.42764,1,1G
AUID.42769,1,1A
AUID.42775,1,1A
AUID.42776,3,3H
AUID.42777,4,4G
AUID.42779,1,1A
AUID.42780,1,1P
AUID.42781,NA,NA
AUID.42784,3,3J
AUID.42785,3,3P
AUID.42786,3,3H
AUID.42791,1,1K
AUID.42793,1,1A
AUID.42796,1,1K
AUID.42798,1,1A
AUID.42801,1,1A
AUID.42802,3,3N
AUID.42805,3,3T
AUID.42808,3,3E
AUID.42809,3,3E
AUID.42810,3,3E
AUID.42811,1,1K
AUID.42813,1,1A
AUID.42817,3,3I
AUID.42819,1,1C
AUID.42820,3,3B
AUID.42821,1,1P
AUID.42822,3,3Q
AUID.42825,1,1K
AUID.42826,3,3N
AUID.42827,1,1K
AUID.42828,3,3P
AUID.42838,1,1A
AUID.42839,1,1A
AUID.42841,3,3L
AUID.42842,1,1A
AUID.42843,3,3E
AUID.42845,3,3P
AUID.42846,3,3G
AUID.42847,1,1K
AUID.42848,1,1A
AUID.42849,3,3K
AUID.42850,3,3Q
AUID.42854,1,1B
AUID.42855,3,3H
AUID.42856,1,1P
AUID.42860,1,1A
AUID.42863,1,1G
AUID.42865,3,3H
AUID.42866,3,3Q
AUID.42872,1,1G
AUID.42875,1,1G
AUID.42883,1,1K
AUID.42884,3,3E
AUID.42885,1,1O
AUID.42886,1,1G
AUID.42887,1,1P
AUID.42890,1,1P
AUID.42891,3,3E
AUID.42896,1,1P
AUID.42899,3,3E
AUID.42902,1,1P
AUID.42903,3,3J
AUID.42905,1,1A
AUID.42906,1,1A
AUID.42908,3,3I
AUID.42912,3,3E
AUID.42913,3,3E
AUID.42915,3,3P
AUID.42918,3,3N
AUID.42922,2,2C
AUID.42927,1,1A
AUID.42928,3,3N
AUID.42929,3,3E
AUID.42930,3,3G
AUID.42931,3,3Q
AUID.42932,1,1A
AUID.42933,1,1K
AUID.42934,1,1G
AUID.42935,1,1A
AUID.42936,1,1C
AUID.42938,1,1K
AUID.42943,1,1K
AUID.42945,3,3E
AUID.42946,1,1A
AUID.42947,1,1A
AUID.42948,3,3H
AUID.42952,NA,NA
AUID.42953,3,3P
AUID.42954,1,1P
AUID.42958,3,3P
AUID.42968,1,1K
AUID.42969,3,3N
AUID.42970,3,3E
AUID.42971,1,1P
AUID.42972,1,1G
AUID.42973,3,3M
AUID.42974,1,1G
AUID.42975,3,3A
AUID.42978,3,3E
AUID.42982,3,3H
AUID.42990,3,3E
AUID.42992,3,3E
AUID.43,1,NA
AUID.43001,1,1K
AUID.43002,3,3N
AUID.43005,1,1P
AUID.43008,1,1A
AUID.43009,1,1A
AUID.43011,1,1G
AUID.43014,1,1A
AUID.43019,3,3E
AUID.43022,1,1G
AUID.43024,3,3H
AUID.43025,1,1C
AUID.43026,1,1A
AUID.43027,1,1G
AUID.43028,1,1A
AUID.43031,1,1G
AUID.43035,3,3E
AUID.43042,4,4G
AUID.43043,3,3E
AUID.43045,1,1P
AUID.43046,3,3H
AUID.43048,1,1P
AUID.43055,1,1G
AUID.43057,3,3H
AUID.43062,1,1P
AUID.43064,1,1P
AUID.43065,3,3P
AUID.43068,3,3N
AUID.43070,3,3E
AUID.43072,1,1P
AUID.43073,3,3G
AUID.43074,3,3J
AUID.43084,1,1G
AUID.43089,1,1A
AUID.43090,1,1A
AUID.43093,1,1A
AUID.43095,1,1A
AUID.43098,1,1G
AUID.43099,1,1C
AUID.43100,3,3J
AUID.43101,1,1A
AUID.43102,1,1K
AUID.43106,1,1G
AUID.43107,1,1E
AUID.43110,1,1A
AUID.43118,3,3E
AUID.43120,3,3H
AUID.43122,3,3H
AUID.43123,1,1A
AUID.43124,3,3M
AUID.43125,1,1A
AUID.43126,1,1G
AUID.43127,3,3L
AUID.43128,3,3E
AUID.43131,1,1A
AUID.43132,1,1G
AUID.43133,3,3E
AUID.43138,1,1A
AUID.43142,3,3H
AUID.43143,1,1A
AUID.43144,1,1A
AUID.43146,3,3I
AUID.43148,3,3E
AUID.43150,1,1A
AUID.43154,3,3Q
AUID.43155,1,1K
AUID.43158,3,3Q
AUID.43159,1,1A
AUID.43161,1,1A
AUID.43162,1,1A
AUID.43163,1,1A
AUID.43166,3,3N
AUID.43171,1,1A
AUID.43172,3,3E
AUID.43175,3,3E
AUID.43176,3,3P
AUID.43177,3,3L
AUID.43178,1,1A
AUID.43180,1,1G
AUID.43182,3,3E
AUID.43184,1,1P
AUID.43186,3,3J
AUID.43193,3,3E
AUID.43195,3,3P
AUID.43196,3,3E
AUID.43199,1,1A
AUID.432,3,3E
AUID.43201,1,1K
AUID.43202,1,1K
AUID.43203,1,1A
AUID.43204,3,3Q
AUID.43205,1,1G
AUID.43206,3,3E
AUID.43209,1,1G
AUID.43211,1,1J
AUID.43212,3,3B
AUID.43213,1,1K
AUID.43216,1,1A
AUID.43217,3,3G
AUID.43218,3,3H
AUID.43222,3,3E
AUID.43223,3,3Q
AUID.43224,1,1A
AUID.43226,1,1A
AUID.43227,3,3H
AUID.43228,3,3B
AUID.43231,3,3L
AUID.43237,3,3E
AUID.43238,1,1A
AUID.43239,3,3J
AUID.43242,1,1A
AUID.43243,3,3E
AUID.43246,1,1G
AUID.43247,3,3E
AUID.43249,1,1A
AUID.43251,1,1G
AUID.43258,1,1G
AUID.43259,1,1A
AUID.43260,1,1A
AUID.43261,1,1K
AUID.43263,1,1G
AUID.43265,3,3E
AUID.43266,3,3Q
AUID.43267,3,3L
AUID.43268,3,3E
AUID.43269,3,3Q
AUID.43271,3,3H
AUID.43275,1,1K
AUID.43277,1,1K
AUID.43279,3,3E
AUID.43280,3,3N
AUID.43282,3,3N
AUID.43283,1,1A
AUID.43287,3,3N
AUID.43288,1,1A
AUID.43289,3,3I
AUID.43292,2,2D
AUID.43294,3,3E
AUID.43296,1,1A
AUID.43300,3,3E
AUID.43304,1,1A
AUID.43305,3,3Q
AUID.43307,3,3S
AUID.43311,3,3I
AUID.43313,1,1K
AUID.43315,3,3E
AUID.43316,3,3P
AUID.43318,3,3K
AUID.43319,1,1P
AUID.43321,3,3E
AUID.43322,3,3Q
AUID.43324,1,1P
AUID.43326,1,1G
AUID.43327,1,1P
AUID.43328,3,3Q
AUID.43329,1,1C
AUID.43330,3,3E
AUID.43332,1,1K
AUID.43334,3,3E
AUID.43335,3,3H
AUID.43336,1,1P
AUID.43339,3,3N
AUID.43343,3,3H
AUID.43344,1,1A
AUID.43345,3,3L
AUID.43348,1,1C
AUID.43349,3,3Q
AUID.43355,3,3E
AUID.43356,3,3E
AUID.43357,1,1A
AUID.43361,3,3E
AUID.43367,1,1A
AUID.43368,1,1K
AUID.43370,3,3E
AUID.43371,3,3N
AUID.43374,3,3P
AUID.43375,1,1O
AUID.43376,3,3R
AUID.43377,3,3S
AUID.43379,3,3N
AUID.43380,4,4G
AUID.43381,3,3K
AUID.43384,3,3I
AUID.43393,3,3H
AUID.43394,3,3P
AUID.43397,1,1G
AUID.43400,3,3J
AUID.43401,1,1J
AUID.43404,1,1A
AUID.43408,1,1A
AUID.43409,1,1G
AUID.43410,2,2D
AUID.43411,3,3M
AUID.43419,3,3Q
AUID.43427,1,1C
AUID.43428,1,1O
AUID.43429,3,3E
AUID.43430,1,1A
AUID.43431,3,3H
AUID.43432,3,3N
AUID.43433,3,3I
AUID.43434,1,1A
AUID.43436,1,1A
AUID.43440,1,1K
AUID.43442,3,3T
AUID.43453,1,1K
AUID.43458,3,3H
AUID.43461,3,3E
AUID.43463,3,3E
AUID.43467,3,3M
AUID.43469,3,3T
AUID.43470,1,1K
AUID.43471,3,3J
AUID.43472,1,1A
AUID.43478,3,3E
AUID.43479,3,3E
AUID.43480,1,1G
AUID.43482,3,3E
AUID.43490,1,1K
AUID.43492,3,3E
AUID.43493,1,1G
AUID.43494,3,3E
AUID.43496,1,1P
AUID.43497,3,3E
AUID.43499,3,3E
AUID.43500,1,1A
AUID.43501,3,3E
AUID.43504,3,3Q
AUID.43506,1,1A
AUID.43508,3,3E
AUID.43509,3,3N
AUID.43516,3,3N
AUID.43522,3,3T
AUID.43524,1,1A
AUID.43525,3,3N
AUID.43528,1,1K
AUID.43530,3,3E
AUID.43536,3,3Q
AUID.43540,3,3T
AUID.43543,3,3B
AUID.43544,3,3H
AUID.43551,1,1A
AUID.43555,3,3B
AUID.43557,1,1P
AUID.43558,1,1A
AUID.43559,1,1A
AUID.43561,1,1P
AUID.43562,1,1A
AUID.43563,1,1G
AUID.43568,3,3T
AUID.43569,3,3E
AUID.43571,3,3E
AUID.43574,1,1A
AUID.43575,1,1A
AUID.43576,3,3N
AUID.43584,1,1G
AUID.43585,1,1A
AUID.43589,3,3J
AUID.43590,3,3L
AUID.43592,3,3H
AUID.43593,1,1A
AUID.43594,3,3E
AUID.43596,1,1A
AUID.43597,3,3Q
AUID.43598,3,3B
AUID.43599,3,3H
AUID.43600,1,1G
AUID.43601,1,1A
AUID.43602,1,1A
AUID.43603,3,3G
AUID.43605,1,1A
AUID.43606,1,1K
AUID.43609,3,3E
AUID.43613,3,3
AUID.43615,3,3E
AUID.43616,1,1G
AUID.43617,3,3H
AUID.43618,3,3E
AUID.43619,1,1G
AUID.43627,3,3E
AUID.43628,1,1A
AUID.43635,3,3I
AUID.43640,3,3Q
AUID.43641,1,1G
AUID.43644,3,3P
AUID.43646,3,3J
AUID.43647,1,1G
AUID.43648,1,1A
AUID.43651,1,1A
AUID.43660,3,3E
AUID.43661,1,1A
AUID.43662,3,3P
AUID.43668,3,3E
AUID.43669,1,1A
AUID.43672,1,1P
AUID.43673,3,3J
AUID.43677,1,1A
AUID.43678,1,1G
AUID.43679,3,3H
AUID.43680,3,3L
AUID.43681,3,3J
AUID.43683,3,3P
AUID.43685,1,1K
AUID.43689,3,3N
AUID.43691,1,1A
AUID.43694,3,3G
AUID.43706,1,1P
AUID.43709,1,1A
AUID.43718,3,3E
AUID.43719,1,1O
AUID.43722,3,3E
AUID.43727,4,4G
AUID.43728,3,3I
AUID.43733,1,1G
AUID.43737,3,3E
AUID.43743,1,1K
AUID.43746,3,3N
AUID.43748,3,3E
AUID.43749,1,1A
AUID.43752,1,1P
AUID.43753,1,1G
AUID.43755,3,3N
AUID.43759,3,3S
AUID.43762,1,1A
AUID.43763,3,3E
AUID.43764,1,1A
AUID.43765,2,2D
AUID.43771,1,1A
AUID.43773,1,1A
AUID.43774,3,3N
AUID.43776,1,1A
AUID.43779,3,3G
AUID.43781,3,3N
AUID.43782,NA,NA
AUID.43785,3,3N
AUID.43788,1,1A
AUID.43789,3,3E
AUID.43792,3,3G
AUID.43793,1,1A
AUID.43798,1,1A
AUID.43801,1,1P
AUID.43803,1,1A
AUID.43805,3,3J
AUID.43809,3,3E
AUID.43810,1,1A
AUID.43811,1,1A
AUID.43812,3,3G
AUID.43817,3,3E
AUID.43818,3,3E
AUID.43821,1,1A
AUID.43828,1,1K
AUID.43829,1,1K
AUID.43830,3,3Q
AUID.43831,3,3N
AUID.43834,3,3E
AUID.43837,3,3L
AUID.43841,1,1O
AUID.43842,1,1G
AUID.43846,1,1A
AUID.43848,1,1O
AUID.43849,1,1A
AUID.43850,3,3H
AUID.43852,3,3E
AUID.43853,1,1G
AUID.43854,3,3N
AUID.43855,1,1G
AUID.43856,3,3N
AUID.43858,3,3E
AUID.43860,1,1P
AUID.43861,3,3L
AUID.43866,1,1P
AUID.43869,1,1A
AUID.43871,3,3Q
AUID.43874,3,3E
AUID.43875,1,1G
AUID.43879,1,1G
AUID.43882,1,1A
AUID.43885,3,3Q
AUID.43891,1,1P
AUID.43896,3,3L
AUID.43903,1,1K
AUID.43904,1,1A
AUID.43905,1,1A
AUID.4391,1,1G
AUID.43911,1,1A
AUID.43913,1,1P
AUID.43914,1,1P
AUID.43917,3,3P
AUID.43919,3,3E
AUID.43920,1,1A
AUID.43921,1,1P
AUID.43922,1,1A
AUID.43923,1,1C
AUID.43926,3,3N
AUID.43932,1,1A
AUID.43933,1,1A
AUID.43934,1,1K
AUID.43944,1,1C
AUID.43949,3,3P
AUID.43950,1,1A
AUID.43951,1,1A
AUID.43952,1,1A
AUID.43957,1,1K
AUID.43958,1,1A
AUID.43959,1,1A
AUID.43960,3,3E
AUID.43961,1,1G
AUID.43963,1,1K
AUID.43966,1,1A
AUID.43967,3,3E
AUID.43968,1,1A
AUID.43970,1,1A
AUID.43978,3,3N
AUID.43979,3,3N
AUID.43980,3,3L
AUID.43981,1,1A
AUID.43982,3,3E
AUID.43984,3,3L
AUID.43986,3,3N
AUID.43987,3,3N
AUID.43988,3,3N
AUID.43989,1,1C
AUID.43990,3,3Q
AUID.43992,4,4G
AUID.43995,3,3I
AUID.44,3,3L
AUID.440,1,1G
AUID.44003,1,1K
AUID.44009,3,3E
AUID.44010,1,1A
AUID.44012,3,3N
AUID.44013,3,3Q
AUID.44014,1,1A
AUID.44015,1,1A
AUID.44016,3,3Q
AUID.44017,3,3E
AUID.44021,1,1K
AUID.44023,1,1P
AUID.44024,1,1K
AUID.44034,1,1G
AUID.44035,1,1A
AUID.44038,3,3H
AUID.44041,3,3E
AUID.44046,1,1A
AUID.44049,1,1P
AUID.44053,3,3P
AUID.44054,3,3H
AUID.44056,3,3H
AUID.44057,3,3E
AUID.44060,3,3T
AUID.44061,3,3N
AUID.44062,1,1G
AUID.44063,1,1A
AUID.44064,3,3E
AUID.44066,1,1A
AUID.44067,1,1G
AUID.44068,1,1P
AUID.44069,1,1P
AUID.44074,1,1B
AUID.44075,1,1A
AUID.44080,1,1P
AUID.44083,3,3N
AUID.44084,NA,NA
AUID.44085,3,3E
AUID.44086,1,1O
AUID.44087,3,3E
AUID.44089,3,3N
AUID.44090,3,3I
AUID.44092,3,3I
AUID.44093,1,1E
AUID.44095,3,3E
AUID.44096,3,3P
AUID.44097,1,1K
AUID.44099,3,3L
AUID.44113,1,1K
AUID.44115,1,1A
AUID.44116,3,3H
AUID.44118,1,1A
AUID.44120,3,3N
AUID.44125,1,1A
AUID.44126,3,3E
AUID.44127,3,3N
AUID.44128,1,1A
AUID.44129,3,3E
AUID.44130,1,1A
AUID.44133,1,1P
AUID.44135,3,3N
AUID.44136,1,1G
AUID.44137,3,3E
AUID.44140,3,3H
AUID.44142,3,3L
AUID.44146,3,3E
AUID.44149,1,1G
AUID.44150,3,3E
AUID.44151,3,3Q
AUID.44153,3,3Q
AUID.44156,3,3E
AUID.44158,3,3G
AUID.44160,1,1A
AUID.44161,3,3E
AUID.44167,1,1O
AUID.44170,3,3H
AUID.44171,1,1A
AUID.44173,1,1P
AUID.44174,3,3P
AUID.44175,3,3N
AUID.44176,3,3E
AUID.4418,1,1B
AUID.44182,3,3I
AUID.44183,3,3H
AUID.44191,3,3N
AUID.44192,3,3E
AUID.44194,1,1K
AUID.44195,1,1P
AUID.44197,1,1G
AUID.44199,3,3E
AUID.44203,3,3E
AUID.44206,1,1G
AUID.44207,3,3T
AUID.44209,1,1P
AUID.44212,3,3E
AUID.44226,1,1G
AUID.44228,3,3L
AUID.44231,1,1P
AUID.44232,3,3E
AUID.44233,3,3L
AUID.44235,1,1J
AUID.44236,1,1A
AUID.44238,1,1A
AUID.44242,1,1P
AUID.44243,3,3B
AUID.44244,3,3Q
AUID.44245,1,1G
AUID.44246,1,1J
AUID.44247,1,1A
AUID.44248,1,1P
AUID.44256,1,1A
AUID.44264,1,1K
AUID.44266,1,1A
AUID.44267,3,3Q
