SAMPLEID,StudyID,Run,SRA_Study,BioProject,BioSample,Sample_Name,Sample_Name_2,Region,Collection_Date,Time,Depth,Station,geo_loc_name,Lat_Lon,Latitude,Longitude,LibraryName,LibrarySelection,LibrarySource,Size_fraction,Sample_Type
SRR12432990,Hallstrom_2021,NA,SRP277143,PRJNA656687,SAMN15795541,N7_B7 S,NA,NA,2017-8-29,NA,1 m,NA,USA:Narragansett Bay,41.58 N 71.38 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR12432991,Hallstrom_2021,NA,SRP277143,PRJNA656687,SAMN15795540,N7_B6 S,NA,NA,2017-8-29,NA,1 m,NA,USA:Narragansett Bay,41.63 N 71.38 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR12432992,Hallstrom_2021,NA,SRP277143,PRJNA656687,SAMN15795539,N7_B14 S,NA,NA,2017-8-29,NA,1 m,NA,USA:Narragansett Bay,41.67 N 71.42 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR12432993,Hallstrom_2021,NA,SRP277143,PRJNA656687,SAMN15795538,N7_B4 S,NA,NA,2017-8-29,NA,1 m,NA,USA:Narragansett Bay,41.74 N 71.37 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR12432994,Hallstrom_2021,NA,SRP277143,PRJNA656687,SAMN15795537,N6_B7 S,NA,NA,2017-8-9,NA,1 m,NA,USA:Narragansett Bay,41.58 N 71.38 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR12432995,Hallstrom_2021,NA,SRP277143,PRJNA656687,SAMN15795536,N6_B6 S,NA,NA,2017-8-9,NA,1 m,NA,USA:Narragansett Bay,41.63 N 71.38 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR12432996,Hallstrom_2021,NA,SRP277143,PRJNA656687,SAMN15795535,N6_B14 S,NA,NA,2017-8-9,NA,1 m,NA,USA:Narragansett Bay,41.67 N 71.42 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR12432997,Hallstrom_2021,NA,SRP277143,PRJNA656687,SAMN15795517,N1_B6 S,NA,NA,2017-5-11,NA,1 m,NA,USA:Narragansett Bay,41.63 N 71.38 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR12432998,Hallstrom_2021,NA,SRP277143,PRJNA656687,SAMN15795534,N6_B4 S,NA,NA,2017-8-9,NA,1 m,NA,USA:Narragansett Bay,41.74 N 71.37 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR12432999,Hallstrom_2021,NA,SRP277143,PRJNA656687,SAMN15795533,N5_B7 S,NA,NA,2017-7-26,NA,1 m,NA,USA:Narragansett Bay,41.58 N 71.38 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR12433000,Hallstrom_2021,NA,SRP277143,PRJNA656687,SAMN15795532,N5_B6 S,NA,NA,2017-7-26,NA,1 m,NA,USA:Narragansett Bay,41.63 N 71.38 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR12433001,Hallstrom_2021,NA,SRP277143,PRJNA656687,SAMN15795531,N5_B14 S,NA,NA,2017-7-26,NA,1 m,NA,USA:Narragansett Bay,41.67 N 71.42 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR12433002,Hallstrom_2021,NA,SRP277143,PRJNA656687,SAMN15795530,N5_B4 S,NA,NA,2017-7-26,NA,1 m,NA,USA:Narragansett Bay,41.74 N 71.37 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR12433003,Hallstrom_2021,NA,SRP277143,PRJNA656687,SAMN15795529,N4_B7 S,NA,NA,2017-7-10,NA,1 m,NA,USA:Narragansett Bay,41.58 N 71.38 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR12433004,Hallstrom_2021,NA,SRP277143,PRJNA656687,SAMN15795528,N4_B6 S,NA,NA,2017-7-10,NA,1 m,NA,USA:Narragansett Bay,41.63 N 71.38 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR12433005,Hallstrom_2021,NA,SRP277143,PRJNA656687,SAMN15795527,N4_B14 S,NA,NA,2017-7-10,NA,1 m,NA,USA:Narragansett Bay,41.67 N 71.42 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR12433006,Hallstrom_2021,NA,SRP277143,PRJNA656687,SAMN15795526,N3_B7 S,NA,NA,2017-6-28,NA,1 m,NA,USA:Narragansett Bay,41.58 N 71.38 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR12433007,Hallstrom_2021,NA,SRP277143,PRJNA656687,SAMN15795525,N3_B6 S,NA,NA,2017-6-28,NA,1 m,NA,USA:Narragansett Bay,41.63 N 71.38 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR12433008,Hallstrom_2021,NA,SRP277143,PRJNA656687,SAMN15795516,N1_B14 S,NA,NA,2017-5-11,NA,1 m,NA,USA:Narragansett Bay,41.67 N 71.42 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR12433009,Hallstrom_2021,NA,SRP277143,PRJNA656687,SAMN15795515,N1_B4 S,NA,NA,2017-5-11,NA,1 m,NA,USA:Narragansett Bay,41.74 N 71.37 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR12726924,Hallstrom_2021,NA,SRP277143,PRJNA656687,SAMN15795524,N3_B14 S,NA,NA,2017-6-28,NA,1 m,NA,USA:Narragansett Bay,41.67 N 71.42 W,NA,NA,NA,RT-PCR,METATRANSCRIPTOMIC,NA,NA
SRR12726925,Hallstrom_2021,NA,SRP277143,PRJNA656687,SAMN15795523,N3_B4 S,NA,NA,2017-6-28,NA,1 m,NA,USA:Narragansett Bay,41.74 N 71.37 W,NA,NA,NA,RT-PCR,METATRANSCRIPTOMIC,NA,NA
SRR12726926,Hallstrom_2021,NA,SRP277143,PRJNA656687,SAMN15795522,N2_B7 S,NA,NA,2017-6-9,NA,1 m,NA,USA:Narragansett Bay,41.58 N 71.38 W,NA,NA,NA,RT-PCR,METATRANSCRIPTOMIC,NA,NA
SRR12726927,Hallstrom_2021,NA,SRP277143,PRJNA656687,SAMN15795521,N2_B6 S,NA,NA,2017-6-9,NA,1 m,NA,USA:Narragansett Bay,41.63 N 71.38 W,NA,NA,NA,RT-PCR,METATRANSCRIPTOMIC,NA,NA
SRR12726928,Hallstrom_2021,NA,SRP277143,PRJNA656687,SAMN15795520,N2_B14 S,NA,NA,2017-6-9,NA,1 m,NA,USA:Narragansett Bay,41.67 N 71.42 W,NA,NA,NA,RT-PCR,METATRANSCRIPTOMIC,NA,NA
SRR12726929,Hallstrom_2021,NA,SRP277143,PRJNA656687,SAMN15795519,N2_B4 S,NA,NA,2017-6-9,NA,1 m,NA,USA:Narragansett Bay,41.74 N 71.37 W,NA,NA,NA,RT-PCR,METATRANSCRIPTOMIC,NA,NA
SRR12726930,Hallstrom_2021,NA,SRP277143,PRJNA656687,SAMN15795518,N1_B7 S,NA,NA,2017-5-11,NA,1 m,NA,USA:Narragansett Bay,41.58 N 71.38 W,NA,NA,NA,RT-PCR,METATRANSCRIPTOMIC,NA,NA
SRR12726931,Hallstrom_2021,NA,SRP277143,PRJNA656687,SAMN15795554,N4_B14 D,NA,NA,2017-7-10,NA,6.5 m,NA,USA:Narragansett Bay,41.67 N 71.42 W,NA,NA,NA,RT-PCR,METATRANSCRIPTOMIC,NA,NA
SRR12726932,Hallstrom_2021,NA,SRP277143,PRJNA656687,SAMN15795553,N3_B7 D,NA,NA,2017-6-28,NA,6.5 m,NA,USA:Narragansett Bay,41.58 N 71.38 W,NA,NA,NA,RT-PCR,METATRANSCRIPTOMIC,NA,NA
SRR12726933,Hallstrom_2021,NA,SRP277143,PRJNA656687,SAMN15795552,N3_B6 D,NA,NA,2017-6-28,NA,6.5 m,NA,USA:Narragansett Bay,41.63 N 71.38 W,NA,NA,NA,RT-PCR,METATRANSCRIPTOMIC,NA,NA
SRR12726934,Hallstrom_2021,NA,SRP277143,PRJNA656687,SAMN15795551,N3_B14 D,NA,NA,2017-6-28,NA,6.5 m,NA,USA:Narragansett Bay,41.67 N 71.42 W,NA,NA,NA,RT-PCR,METATRANSCRIPTOMIC,NA,NA
SRR12726935,Hallstrom_2021,NA,SRP277143,PRJNA656687,SAMN15795550,N3_B4 D,NA,NA,2017-6-28,NA,6.5 m,NA,USA:Narragansett Bay,41.74 N 71.37 W,NA,NA,NA,RT-PCR,METATRANSCRIPTOMIC,NA,NA
SRR12726936,Hallstrom_2021,NA,SRP277143,PRJNA656687,SAMN15795549,N2_B7 D,NA,NA,2017-6-9,NA,6.5 m,NA,USA:Narragansett Bay,41.58 N 71.38 W,NA,NA,NA,RT-PCR,METATRANSCRIPTOMIC,NA,NA
SRR12726937,Hallstrom_2021,NA,SRP277143,PRJNA656687,SAMN15795548,N2_B6 D,NA,NA,2017-6-9,NA,6.5 m,NA,USA:Narragansett Bay,41.63 N 71.38 W,NA,NA,NA,RT-PCR,METATRANSCRIPTOMIC,NA,NA
SRR12726938,Hallstrom_2021,NA,SRP277143,PRJNA656687,SAMN15795547,N2_B14 D,NA,NA,2017-6-9,NA,6.5 m,NA,USA:Narragansett Bay,41.67 N 71.42 W,NA,NA,NA,RT-PCR,METATRANSCRIPTOMIC,NA,NA
SRR12726939,Hallstrom_2021,NA,SRP277143,PRJNA656687,SAMN15795517,N1_B6 S,NA,NA,2017-5-11,NA,1 m,NA,USA:Narragansett Bay,41.63 N 71.38 W,NA,NA,NA,RT-PCR,METATRANSCRIPTOMIC,NA,NA
SRR12726940,Hallstrom_2021,NA,SRP277143,PRJNA656687,SAMN15795546,N2_B4 D,NA,NA,2017-6-9,NA,6.5 m,NA,USA:Narragansett Bay,41.74 N 71.37 W,NA,NA,NA,RT-PCR,METATRANSCRIPTOMIC,NA,NA
SRR12726941,Hallstrom_2021,NA,SRP277143,PRJNA656687,SAMN15795545,N1_B7 D,NA,NA,2017-5-11,NA,6.5 m,NA,USA:Narragansett Bay,41.58 N 71.38 W,NA,NA,NA,RT-PCR,METATRANSCRIPTOMIC,NA,NA
SRR12726942,Hallstrom_2021,NA,SRP277143,PRJNA656687,SAMN15795544,N1_B6 D,NA,NA,2017-5-11,NA,6.5 m,NA,USA:Narragansett Bay,41.63 N 71.38 W,NA,NA,NA,RT-PCR,METATRANSCRIPTOMIC,NA,NA
SRR12726943,Hallstrom_2021,NA,SRP277143,PRJNA656687,SAMN15795543,N1_B14 D,NA,NA,2017-5-11,NA,6.5 m,NA,USA:Narragansett Bay,41.67 N 71.42 W,NA,NA,NA,RT-PCR,METATRANSCRIPTOMIC,NA,NA
SRR12726944,Hallstrom_2021,NA,SRP277143,PRJNA656687,SAMN15795542,N1_B4 D,NA,NA,2017-5-11,NA,6.5 m,NA,USA:Narragansett Bay,41.74 N 71.37 W,NA,NA,NA,RT-PCR,METATRANSCRIPTOMIC,NA,NA
SRR12726945,Hallstrom_2021,NA,SRP277143,PRJNA656687,SAMN15795529,N4_B7 S,NA,NA,2017-7-10,NA,1 m,NA,USA:Narragansett Bay,41.58 N 71.38 W,NA,NA,NA,RT-PCR,METATRANSCRIPTOMIC,NA,NA
SRR12726946,Hallstrom_2021,NA,SRP277143,PRJNA656687,SAMN15795528,N4_B6 S,NA,NA,2017-7-10,NA,1 m,NA,USA:Narragansett Bay,41.63 N 71.38 W,NA,NA,NA,RT-PCR,METATRANSCRIPTOMIC,NA,NA
SRR12726947,Hallstrom_2021,NA,SRP277143,PRJNA656687,SAMN15795527,N4_B14 S,NA,NA,2017-7-10,NA,1 m,NA,USA:Narragansett Bay,41.67 N 71.42 W,NA,NA,NA,RT-PCR,METATRANSCRIPTOMIC,NA,NA
SRR12726948,Hallstrom_2021,NA,SRP277143,PRJNA656687,SAMN15795526,N3_B7 S,NA,NA,2017-6-28,NA,1 m,NA,USA:Narragansett Bay,41.58 N 71.38 W,NA,NA,NA,RT-PCR,METATRANSCRIPTOMIC,NA,NA
SRR12726949,Hallstrom_2021,NA,SRP277143,PRJNA656687,SAMN15795525,N3_B6 S,NA,NA,2017-6-28,NA,1 m,NA,USA:Narragansett Bay,41.63 N 71.38 W,NA,NA,NA,RT-PCR,METATRANSCRIPTOMIC,NA,NA
SRR12726950,Hallstrom_2021,NA,SRP277143,PRJNA656687,SAMN15795516,N1_B14 S,NA,NA,2017-5-11,NA,1 m,NA,USA:Narragansett Bay,41.67 N 71.42 W,NA,NA,NA,RT-PCR,METATRANSCRIPTOMIC,NA,NA
SRR12726951,Hallstrom_2021,NA,SRP277143,PRJNA656687,SAMN15795515,N1_B4 S,NA,NA,2017-5-11,NA,1 m,NA,USA:Narragansett Bay,41.74 N 71.37 W,NA,NA,NA,RT-PCR,METATRANSCRIPTOMIC,NA,NA
SRR13240302,Selden_2021,NA,SRP297611,PRJNA683637,SAMN17032601,SH16_S10,NA,NA,2016-8-10,NA,5,NA,Atlantic Ocean: Mid- and South-Atlantic Bight,35.662 N 73.370 W,NA,NA,SHD10,PCR,METAGENOMIC,NA,simple
SRR13240303,Selden_2021,NA,SRP297611,PRJNA683637,SAMN17032600,SH16_S08,NA,NA,2016-8-10,NA,5,NA,Atlantic Ocean: Mid- and South-Atlantic Bight,35.666 N 75.367 W,NA,NA,SHD08,PCR,METAGENOMIC,NA,simple
SRR13240304,Selden_2021,NA,SRP297611,PRJNA683637,SAMN17032599,SH16_S05,NA,NA,2016-8-10,NA,5,NA,Atlantic Ocean: Mid- and South-Atlantic Bight,36.339 N 74.209 W,NA,NA,SHD05,PCR,METAGENOMIC,NA,simple
SRR13240305,Selden_2021,NA,SRP297611,PRJNA683637,SAMN17032598,SH16_S03,NA,NA,2016-8-8,NA,5,NA,Atlantic Ocean: Mid- and South-Atlantic Bight,36.945 N 73.798 W,NA,NA,SHD03,PCR,METAGENOMIC,NA,simple
SRR13240306,Selden_2021,NA,SRP297611,PRJNA683637,SAMN17032602,SH16_S12,NA,NA,2016-8-11,NA,5,NA,Atlantic Ocean: Mid- and South-Atlantic Bight,35.044 N 74.856 W,NA,NA,SHR12,RT-PCR,METATRANSCRIPTOMIC,NA,simple
SRR13240307,Selden_2021,NA,SRP297611,PRJNA683637,SAMN17032603,SH16_S09,NA,NA,2016-8-10,NA,24,NA,Atlantic Ocean: Mid- and South-Atlantic Bight,35.666 N 75.367 W,NA,NA,SHR09,RT-PCR,METATRANSCRIPTOMIC,NA,simple
SRR13240308,Selden_2021,NA,SRP297611,PRJNA683637,SAMN17032600,SH16_S08,NA,NA,2016-8-10,NA,5,NA,Atlantic Ocean: Mid- and South-Atlantic Bight,35.666 N 75.367 W,NA,NA,SHR08,RT-PCR,METATRANSCRIPTOMIC,NA,simple
SRR13240309,Selden_2021,NA,SRP297611,PRJNA683637,SAMN17032599,SH16_S05,NA,NA,2016-8-10,NA,5,NA,Atlantic Ocean: Mid- and South-Atlantic Bight,36.339 N 74.209 W,NA,NA,SHR05,RT-PCR,METATRANSCRIPTOMIC,NA,simple
SRR13240310,Selden_2021,NA,SRP297611,PRJNA683637,SAMN17032598,SH16_S03,NA,NA,2016-8-8,NA,5,NA,Atlantic Ocean: Mid- and South-Atlantic Bight,36.945 N 73.798 W,NA,NA,SHR03,RT-PCR,METATRANSCRIPTOMIC,NA,simple
SRR13240311,Selden_2021,NA,SRP297611,PRJNA683637,SAMN17032602,SH16_S12,NA,NA,2016-8-11,NA,5,NA,Atlantic Ocean: Mid- and South-Atlantic Bight,35.044 N 74.856 W,NA,NA,SHD12,PCR,METAGENOMIC,NA,simple
SRR13612789,Turk_2021,NA,SRP304319,PRJNA695866,SAMN17621175,SP1727.Stn12.25m,NA,NA,2017-10-7,NA,25,NA,Pacific Ocean,28.8 N 114.93 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR13612790,Turk_2021,NA,SRP304319,PRJNA695866,SAMN17621174,SP1727.Stn12.10m,NA,NA,2017-10-7,NA,10,NA,Pacific Ocean,28.8 N 114.93 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR13612791,Turk_2021,NA,SRP304319,PRJNA695866,SAMN17621173,SP1727.Stn12.2m,NA,NA,2017-10-7,NA,2,NA,Pacific Ocean,28.8 N 114.93 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR13612797,Turk_2021,NA,SRP304319,PRJNA695866,SAMN17621087,SP1714.Stn2.29m,NA,NA,2017-5-9,NA,29,NA,Pacific Ocean,32.51 N 118.21 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR13612798,Turk_2021,NA,SRP304319,PRJNA695866,SAMN17621167,SP1727.Stn11.25m,NA,NA,2017-10-8,NA,25,NA,Pacific Ocean,29.69 N 117.07 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR13612799,Turk_2021,NA,SRP304319,PRJNA695866,SAMN17621166,SP1727.Stn11.10m,NA,NA,2017-10-8,NA,10,NA,Pacific Ocean,29.69 N 117.07 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR13612800,Turk_2021,NA,SRP304319,PRJNA695866,SAMN17621165,SP1727.Stn11.3m,NA,NA,2017-10-8,NA,3,NA,Pacific Ocean,29.69 N 117.07 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR13612804,Turk_2021,NA,SRP304319,PRJNA695866,SAMN17621161,SP1727.Stn9.25m,NA,NA,2017-10-8,NA,25,NA,Pacific Ocean,30.03 N 117.03 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR13612805,Turk_2021,NA,SRP304319,PRJNA695866,SAMN17621160,SP1727.Stn9.10m,NA,NA,2017-10-8,NA,10,NA,Pacific Ocean,30.03 N 117.03 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR13612806,Turk_2021,NA,SRP304319,PRJNA695866,SAMN17621159,SP1727.Stn9.3m,NA,NA,2017-10-8,NA,3,NA,Pacific Ocean,30.03 N 117.03 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR13612808,Turk_2021,NA,SRP304319,PRJNA695866,SAMN17621086,SP1714.Stn2.25m,NA,NA,2017-5-9,NA,25,NA,Pacific Ocean,32.51 N 118.21 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR13612812,Turk_2021,NA,SRP304319,PRJNA695866,SAMN17621154,SP1727.Stn7.27m,NA,NA,2017-10-7,NA,27,NA,Pacific Ocean,30.36 N 116.36 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR13612813,Turk_2021,NA,SRP304319,PRJNA695866,SAMN17621153,SP1727.Stn7.10m,NA,NA,2017-10-7,NA,10,NA,Pacific Ocean,30.36 N 116.36 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR13612814,Turk_2021,NA,SRP304319,PRJNA695866,SAMN17621152,SP1727.Stn7.3m,NA,NA,2017-10-7,NA,3,NA,Pacific Ocean,30.36 N 116.36 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR13612821,Turk_2021,NA,SRP304319,PRJNA695866,SAMN17621204,SP1727.Stn16.27m,NA,NA,2017-10-10,NA,27,NA,Pacific Ocean,33.56 N 119.84 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR13612822,Turk_2021,NA,SRP304319,PRJNA695866,SAMN17621203,SP1727.Stn16.10m,NA,NA,2017-10-10,NA,10,NA,Pacific Ocean,33.56 N 119.84 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR13612823,Turk_2021,NA,SRP304319,PRJNA695866,SAMN17621202,SP1727.Stn16.3m,NA,NA,2017-10-10,NA,3,NA,Pacific Ocean,33.56 N 119.84 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR13612830,Turk_2021,NA,SRP304319,PRJNA695866,SAMN17621196,SP1727.Stn15.20m,NA,NA,2017-10-11,NA,20,NA,Pacific Ocean,33.82 N 118.97 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR13612831,Turk_2021,NA,SRP304319,PRJNA695866,SAMN17621195,SP1727.Stn15.10m,NA,NA,2017-10-11,NA,10,NA,Pacific Ocean,33.82 N 118.97 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR13612832,Turk_2021,NA,SRP304319,PRJNA695866,SAMN17621194,SP1727.Stn15.3m,NA,NA,2017-10-11,NA,3,NA,Pacific Ocean,33.82 N 118.97 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR13612837,Turk_2021,NA,SRP304319,PRJNA695866,SAMN17621189,SP1727.Stn14.25m,NA,NA,2017-10-6,NA,25,NA,Pacific Ocean,28.29 N 115.91 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR13612838,Turk_2021,NA,SRP304319,PRJNA695866,SAMN17621188,SP1727.Stn14.10m,NA,NA,2017-10-6,NA,10,NA,Pacific Ocean,28.29 N 115.91 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR13612840,Turk_2021,NA,SRP304319,PRJNA695866,SAMN17621187,SP1727.Stn14.3m,NA,NA,2017-10-6,NA,3,NA,Pacific Ocean,28.29 N 115.91 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR13612846,Turk_2021,NA,SRP304319,PRJNA695866,SAMN17621181,SP1727.Stn13.25m,NA,NA,2017-10-6,NA,25,NA,Pacific Ocean,28.63 N 115.26 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR13612847,Turk_2021,NA,SRP304319,PRJNA695866,SAMN17621180,SP1727.Stn13.10m,NA,NA,2017-10-6,NA,10,NA,Pacific Ocean,28.63 N 115.26 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR13612848,Turk_2021,NA,SRP304319,PRJNA695866,SAMN17621179,SP1727.Stn13.3m,NA,NA,2017-10-6,NA,3,NA,Pacific Ocean,28.63 N 115.26 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR13612849,Turk_2021,NA,SRP304319,PRJNA695866,SAMN17621085,SP1714.Stn2.10m,NA,NA,2017-5-9,NA,10,NA,Pacific Ocean,32.51 N 118.21 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR13612850,Turk_2021,NA,SRP304319,PRJNA695866,SAMN17621147,SP1727.Stn6.35m,NA,NA,2017-10-10,NA,35,NA,Pacific Ocean,31.7 N 119.41 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR13612851,Turk_2021,NA,SRP304319,PRJNA695866,SAMN17621146,SP1727.Stn6.20m,NA,NA,2017-10-10,NA,20,NA,Pacific Ocean,31.7 N 119.41 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR13612852,Turk_2021,NA,SRP304319,PRJNA695866,SAMN17621145,SP1727.Stn6.10m,NA,NA,2017-10-10,NA,10,NA,Pacific Ocean,31.7 N 119.41 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR13612853,Turk_2021,NA,SRP304319,PRJNA695866,SAMN17621144,SP1727.Stn6.3m,NA,NA,2017-10-10,NA,3,NA,Pacific Ocean,31.7 N 119.41 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR13612858,Turk_2021,NA,SRP304319,PRJNA695866,SAMN17621139,SP1727.Stn5.25m,NA,NA,2017-10-9,NA,25,NA,Pacific Ocean,31.52 N 120.25 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR13612859,Turk_2021,NA,SRP304319,PRJNA695866,SAMN17621138,SP1727.Stn5.10m,NA,NA,2017-10-9,NA,10,NA,Pacific Ocean,31.52 N 120.25 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR13612860,Turk_2021,NA,SRP304319,PRJNA695866,SAMN17621084,SP1714.Stn2.2m,NA,NA,2017-5-9,NA,2,NA,Pacific Ocean,32.51 N 118.21 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR13612861,Turk_2021,NA,SRP304319,PRJNA695866,SAMN17621137,SP1727.Stn5.3m,NA,NA,2017-10-9,NA,3,NA,Pacific Ocean,31.52 N 120.25 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR13612865,Turk_2021,NA,SRP304319,PRJNA695866,SAMN17621133,SP1727.Stn4.25m,NA,NA,2017-10-9,NA,25,NA,Pacific Ocean,31.85 N 119.57 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR13612866,Turk_2021,NA,SRP304319,PRJNA695866,SAMN17621132,SP1727.Stn4.10m,NA,NA,2017-10-9,NA,10,NA,Pacific Ocean,31.85 N 119.57 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR13612867,Turk_2021,NA,SRP304319,PRJNA695866,SAMN17621131,SP1727.Stn4.3m,NA,NA,2017-10-9,NA,3,NA,Pacific Ocean,31.85 N 119.57 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR13612873,Turk_2021,NA,SRP304319,PRJNA695866,SAMN17621126,SP1727.Stn3.35m,NA,NA,2017-10-10,NA,35,NA,Pacific Ocean,32.18 N 118.89 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR13612874,Turk_2021,NA,SRP304319,PRJNA695866,SAMN17621125,SP1727.Stn3.25m,NA,NA,2017-10-10,NA,25,NA,Pacific Ocean,32.18 N 118.89 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR13612875,Turk_2021,NA,SRP304319,PRJNA695866,SAMN17621124,SP1727.Stn3.10m,NA,NA,2017-10-10,NA,10,NA,Pacific Ocean,32.18 N 118.89 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR13612876,Turk_2021,NA,SRP304319,PRJNA695866,SAMN17621123,SP1727.Stn3.3m,NA,NA,2017-10-10,NA,3,NA,Pacific Ocean,32.18 N 118.89 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR13612883,Turk_2021,NA,SRP304319,PRJNA695866,SAMN17621079,SP1714.Stn1.1.10m,NA,NA,2017-5-9,NA,10,NA,Pacific Ocean,32.84 N 117.54 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR13612884,Turk_2021,NA,SRP304319,PRJNA695866,SAMN17621078,SP1714.Stn1.1.2m,NA,NA,2017-5-9,NA,2,NA,Pacific Ocean,32.84 N 117.54 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR13612885,Turk_2021,NA,SRP304319,PRJNA695866,SAMN17621118,SP1727.Stn2.35m,NA,NA,2017-10-5,NA,35,NA,Pacific Ocean,32.51 N 118.21 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR13612887,Turk_2021,NA,SRP304319,PRJNA695866,SAMN17621117,SP1727.Stn2.25m,NA,NA,2017-10-5,NA,25,NA,Pacific Ocean,32.51 N 118.21 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR13612888,Turk_2021,NA,SRP304319,PRJNA695866,SAMN17621116,SP1727.Stn2.10m,NA,NA,2017-10-5,NA,10,NA,Pacific Ocean,32.51 N 118.21 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR13612889,Turk_2021,NA,SRP304319,PRJNA695866,SAMN17621115,SP1727.Stn2.2m,NA,NA,2017-10-5,NA,2,NA,Pacific Ocean,32.51 N 118.21 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR13612895,Turk_2021,NA,SRP304319,PRJNA695866,SAMN17621109,SP1727.Stn1.25m,NA,NA,2017-10-4,NA,25,NA,Pacific Ocean,32.84 N 117.53 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
SRR13612896,Turk_2021,NA,SRP304319,PRJNA695866,SAMN17621108,SP1727.Stn1.10m,NA,NA,2017-10-4,NA,10,NA,Pacific Ocean,32.84 N 117.53 W,NA,NA,NA,PCR,METAGENOMIC,NA,NA
